SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
CRELD2	24.76475	19.15415	-0.370631052063959	0.171845184277931
CREM	11.73595	13.62345	0.215157467788262	0.436643793809934
CRHR1-IT1	2.81684	2.439995	-0.207199427732497	0.325630265345172
CRIM1	6.41171	11.7211	0.870326890583503	0.00200256117433592
CRIP1	161.204	81.5751	-0.982686786326965	0.061140341339493
CRIP2	25.70685	11.50095	-1.16039980433706	0.0290016134265034
CRIPAK	4.290265	2.60515	-0.71970031973505	0.00281847617273264
CRIPT	15.45265	15.0532	-0.037784062645896	0.653205629043115
CRISPLD2	0.485032	1.262235	1.37982869556233	0.0203209508027506
CRK	39.933	47.08085	0.237558907386187	0.183640808295528
CRKL	20.87795	22.7328	0.122795330868923	0.121059524335643
CRLF3	8.68613	10.9632	0.335883511646056	0.0489340888652823
CRLS1	18.8598	25.62435	0.442201032023781	0.0140065636155311
CRNDE	17.32055	17.5625	0.0200134829320807	0.89765869194426
CRNKL1	16.6985	19.90045	0.253082540664815	0.0725830933069671
CROCC	3.166605	2.13663	-0.567599819588013	0.13637245523764
CROCCP2	19.2697	14.89755	-0.37125902172064	0.085793798492225
CROCCP3	1.075759	0.6203865	-0.794115712314175	0.0467724893856446
CROT	2.93881	4.63304	0.656727049277684	0.0275463372612297
CRTAP	17.9501	24.76945	0.464569952900674	0.00180274289405767
CRTC1	1.11406	1.209545	0.118637510358794	0.313531192278444
CRTC2	15.035	13.18575	-0.189345234479058	0.137707135667535
CRTC3	10.5786	14.4608	0.450998657239948	0.117492926360254
CRY1	13.9837	14.7231	0.0743353284922403	0.295985594472576
CRY2	4.05813	2.980215	-0.445398667799177	0.103785396313925
CRYAB	0.4216215	1.527275	1.85693951393628	0.00239075513532483
CRYBA2	1.46093	1.64481	0.171033887347046	0.731548051450281
CRYBB2	3.325565	2.769785	-0.263825475677745	0.322030123729437
CRYBB2P1	9.92315	7.85946	-0.336367969115633	0.17944951566636
CRYBG3	3.012445	2.99588	-0.00795506365036029	0.976748511457353
CRYGC	3.71677	0.818928	-2.18224089348766	0.122600151289285
CRYGS	0.3951125	0.5618715	0.507976734900014	0.345806086062317
CRYL1	1.53758	1.12112	-0.455720769101234	0.0224771894729644
CRYZ	27.28745	14.91745	-0.871236640399083	0.0135192291330699
CRYZL1	7.881755	6.240985	-0.336743160567672	0.016760664010845
CS	99.7515	104.148	0.0622246939883262	0.270292981585645
CSAD	2.338645	3.09455	0.404056751293399	0.294016247595669
CSDA	80.16355	104.9285	0.388388282590476	0.0922590072889042
CSDE1	213.2625	157.6345	-0.43604698638555	0.00906408893694773
CSE1L	175.0485	135.961	-0.364561821162174	0.0275541066345818
CSF1	5.510565	3.830275	-0.524752270170614	0.146951742575865
CSGALNACT1	7.783795	9.126235	0.229546088876687	0.0595401948703191
CSGALNACT2	5.52031	7.68291	0.47690356793096	0.0473330505193958
CSK	45.5835	51.6105	0.179152905338109	0.168977063353505
CSNK1A1	72.4545	96.19155	0.40883486982931	0.0554788433104739
CSNK1D	55.41675	63.9867	0.207449959648368	0.11265080028517
CSNK1E	73.94725	91.2265	0.302956471239069	0.108719961947886
CSNK1G1	2.70012	4.198465	0.636838435197052	0.174806241989175
CSNK1G2	40.5561	44.3926	0.130400282367688	0.316554605578027
CSNK1G3	10.33965	16.6011	0.683091487823723	0.00317723847351476
CSNK2A1	20.13155	25.073	0.316676371071951	0.0121341927308084
CSNK2A2	38.65695	46.38485	0.262925861421447	0.0794094722312441
CSNK2B	192.5105	106.9745	-0.847670200313703	0.0115657724977165
CSPG4	1.58455	0.829341	-0.934035862750934	0.0137730470278286
CSPP1	4.46446	4.36075	-0.0339094006412341	0.262626745663024
CSRNP1	2.82135	2.88412	0.0317455430072959	0.871859285785666
CSRNP2	4.585535	4.882415	0.0905048632083278	0.504029624611817
CSRP1	89.5092	86.52095	-0.0489864679559398	0.460587645015641
CSRP2	16.22505	22.14685	0.448878591250367	0.0901904594859426
CSRP2BP	9.531395	11.84575	0.313610258761448	0.0536015741182165
CST3	252.628	295.7575	0.227400204821183	0.0570833785906334
CST6	4.757105	1.30535	-1.86564718455237	0.0806223019052983
CST7	2.2216	1.98793	-0.160332125384727	0.737361769949722
CSTA	7.23291	11.23024	0.634740654464416	0.226352565951208
CSTB	108.9555	102.82645	-0.0835276085175268	0.361633441961756
CSTF1	44.57705	41.06365	-0.118439276618121	0.111601329024211
CSTF2	20.1134	25.98255	0.369386050211926	0.111609855920535
CSTF2T	11.76975	10.03845	-0.229547151300544	0.0796119721772554
CSTF3	60.3835	65.2098	0.110934412964551	0.313381453676043
CTAGE5	16.25595	18.8248	0.211666667585768	0.0292287288535439
CTBP1	72.0401	45.38395	-0.666618004184089	0.0198150779761761
CTBP1-AS1	13.26645	7.53843	-0.815446372943778	0.0107360950649577
CTBP2	40.1807	37.40735	-0.103180931362532	0.0297567041903251
CTBS	5.58061	2.73569	-1.02851806969985	0.0515347994672286
CTC1	7.722755	6.10287	-0.339627744188811	0.0283616921826952
CTCF	31.07575	32.1377	0.0484774727677977	0.350728797196307
CTDNEP1	90.26475	112.6625	0.319772786122371	0.117809670319585
CTDP1	12.85245	16.6119	0.370173692623419	0.105981571598753
CTDSP1	31.6847	24.9049	-0.347356737532036	0.035397952634928
CTDSP2	18.35555	20.4174	0.15358281816259	0.151664094619186
CTDSPL	11.56005	14.0015	0.276433755503174	0.032722022215419
CTDSPL2	12.82225	16.5445	0.367702249019212	0.0216145159595682
CTGF	1.8693	5.31717	1.50816047011473	0.00381555259447388
CTH	2.3663	2.407945	0.025169449353025	0.928950053754957
CTHRC1	3.47602	0.3209985	-3.43679792214164	0.0741799888205223
CTIF	4.543025	3.769865	-0.269140383407218	0.0379109492386708
CTNNA1	93.5827	103.55	0.146013795250688	0.029094948111455
CTNNAL1	38.2318	39.303	0.0398663120508787	0.578852996698869
CTNNB1	140.062	136.647	-0.0356118068079974	0.188447552222328
CTNNBIP1	7.358055	4.115485	-0.838262001406783	0.0178211749069183
CTNNBL1	42.3791	39.31505	-0.108271260513332	0.0258178415051435
CTNND1	76.5001	72.9996	-0.0675730748872368	0.0364411672753041
CTNS	5.265275	7.85805	0.577662463827641	0.00400055246529018
CTPS1	66.013	46.04475	-0.519713493386757	0.00854301557926244
CTPS2	15.2351	9.00706	-0.758270792589663	0.0117613271725844
CTR9	12.629	14.1337	0.162398785023604	0.066841825850926
CTRL	4.192895	3.213885	-0.383628395064925	0.0502078617610055
CTSA	33.01815	41.6895	0.336424780775605	0.00800275318709864
CTSB	48.52535	81.7773	0.75296181217485	0.00424898425444336
CTSC	184.419	205.827	0.158444945776502	0.0730189534313447
CTSD	220.3275	292.234	0.407474463334699	0.0992751129915951
CTSF	9.102205	7.56256	-0.267341395667027	0.0374726613430937
CTSH	12.41655	5.465805	-1.18375847347477	0.0137769926000946
CTSK	0.4668365	0.5443715	0.221674174263741	0.467148101948233
CTSL1	112.5355	160.693	0.513926904610078	0.0703991604996291
CTSL2	3.96613	10.95055	1.46519946068673	0.0531045873861821
CTSO	1.79315	1.29874	-0.465383536358662	0.0557280503072092
CTSZ	189.163	196.7945	0.0570599736141516	0.229095213470467
CTTN	120.2625	118.943	-0.0159164853223526	0.793906776607949
CTTNBP2NL	5.208215	4.592345	-0.181557976961647	0.202078625143489
CTU1	2.513405	3.98717	0.665721958442853	0.0952818357111623
CTU2	22.59355	19.8003	-0.190388682107689	0.283485169324054
CTXN1	12.64555	9.23813	-0.452957033101862	0.0500835710181698
CUEDC1	7.4367	7.26909	-0.0328878064129409	0.777143790022182
CUEDC2	45.78925	38.79845	-0.239009916914463	0.0460699468905353
CUL1	44.33075	52.6485	0.248084657615691	0.000106059719019797
CUL2	17.75575	17.3316	-0.0348814550359437	0.390378283158862
CUL3	14.25495	14.08935	-0.0168579232622321	0.559429244510203
CUL4A	34.7915	44.98655	0.370758850848049	0.0210833999133798
CUL4B	16.85905	17.7359	0.0731492976759212	0.420498874277233
CUL5	11.37215	13.45105	0.242213761564967	0.0664200908514698
CUL7	8.845335	3.6865	-1.26266502627235	0.00253103929966949
CUL9	4.888155	2.68329	-0.865287048602497	0.023895603498766
CUTA	104.7645	55.71075	-0.911122291541446	0.0439898440160678
CUTC	17.7217	15.17525	-0.22379672087842	0.050538545909543
CUX1	6.060575	10.71035	0.821479044516695	0.0272645642221926
CUZD1	0.5340595	0.9452665	0.823720644557686	0.331842160557454
CWC15	25.85965	30.5746	0.241630875469354	0.315245021085021
CWC22	20.5539	18.7366	-0.133552983118859	0.211042994864084
CWC25	7.667055	12.0619	0.653712745361126	0.0108959149017048
CWC27	21.82145	19.1141	-0.19110969807023	0.0763193743200699
CWF19L1	18.2489	16.19775	-0.172016079528066	0.0347547963647184
CWF19L2	5.16814	6.513925	0.33388195713537	0.0874752825847262
CXADR	4.185535	3.90814	-0.0989298921200473	0.316399433189265
CXCL1	53.42245	211.728	1.98669402552492	0.0607142948416932
CXCL16	32.90245	39.45775	0.262113676883654	0.0276729035462303
CXCL2	2.489635	8.34401	1.74480663947924	0.09341338830183
CXCL3	4.332185	12.50375	1.52919408081018	0.0222827201768729
CXCL6	0.507857	3.01538	2.56984559091273	0.153525109727178
CXCR4	0.8117515	0.990025	0.286426811018483	0.213250961050742
CXXC1	35.05265	31.20335	-0.167822591385274	0.0703209933604437
CXXC5	10.56358	3.82458	-1.46572561664063	0.0575415777975162
CXorf23	1.652555	1.557225	-0.0857208767184513	0.364232312661004
CXorf38	11.5838	7.26062	-0.673943945475127	0.0254893032857824
CXorf40A	9.798305	10.63825	0.118656740552387	0.0681511294905712
CXorf40B	22.2671	19.56545	-0.186605385893728	0.0402551701429407
CXorf56	9.388835	13.69325	0.544446841747142	0.0775788176014205
CXorf57	1.474015	1.02401	-0.525521401698905	0.0029338112174702
CYB561	24.623	24.69135	0.00399917140497229	0.96229738021351
CYB561D1	3.84462	2.51871	-0.610155987923999	0.0516277757267335
CYB561D2	7.313935	9.623575	0.395925125774196	0.0575684534620732
CYB5A	118.3255	149.2875	0.335332353763165	0.180466549175686
CYB5B	28.84785	38.2018	0.405176816724764	0.0402087996844729
CYB5D1	17.6394	20.93705	0.247256694146583	0.0928821183681098
CYB5D2	9.718295	13.36835	0.460046279141506	0.0475861531670514
CYB5R1	15.73855	13.1304	-0.26139176412952	0.12322352233174
CYB5R2	3.92358	0.5694515	-2.78452573798379	0.00242379642424585
CYB5R3	37.0773	42.68145	0.203072999573416	0.150071857054269
CYB5R4	23.2321	32.7675	0.496146038122688	0.0151722028544344
CYB5RL	1.83303	1.987425	0.116670020332769	0.200788804164744
CYBA	185.7755	109.1815	-0.76683182927917	0.0152477309800365
CYBASC3	16.6176	16.33815	-0.024467402040528	0.804992478475746
CYBRD1	11.19505	19.18645	0.777226827883044	0.015219673230715
CYC1	213.2015	150.827	-0.499322875402294	0.0111680385997697
CYCS	54.65575	76.3776	0.482776306040481	0.129229724691451
CYFIP1	64.31945	88.46705	0.459885146190904	0.00865193019774155
CYFIP2	0.502475	7.763325	3.94955096134746	0.0126612312810145
CYHR1	23.40505	12.9751	-0.851074189492502	0.0120223133782302
CYLD	3.615475	6.75574	0.901928605485653	0.000422517109141026
CYP1B1	27.0521	17.9163	-0.594467863150475	0.00506340257775652
CYP20A1	1.936	2.07108	0.0973043292772321	0.323783256015881
CYP26B1	1.2058	3.877215	1.68503010339509	0.00830601995079083
CYP27B1	10.8011	10.7805	-0.0027541541746819	0.968675753439889
CYP2J2	0.7986295	1.148015	0.523543223694336	0.00544517830807799
CYP2R1	8.03338	9.06031	0.173553291766441	0.237953754500133
CYP2U1	3.7468	5.68931	0.602594722692062	0.0579317203448331
CYP4B1	1.69889	2.834005	0.738249859889113	0.161800292720243
CYP4F11	2.4557	1.72086	-0.513004592808985	0.0182213096814304
CYP4V2	5.20379	2.66678	-0.964463930464499	0.0765916546836326
CYP4X1	17.448	11.58055	-0.591357901606155	0.00983553357993757
CYP51A1	53.25875	54.77775	0.0405714400292318	0.477136484293309
CYP7B1	2.034545	1.616225	-0.332078135852005	0.506432510782602
CYR61	8.497765	12.22605	0.524803019763596	0.0399742190928894
CYSTM1	19.6742	39.05415	0.989170887708138	0.000410930931266036
CYTH1	10.7637	8.999945	-0.25818599658043	0.0230688841221052
CYTH2	9.607345	9.713995	0.015926948005486	0.802513923820871
CYTH3	6.66724	8.09137	0.279294334370521	0.074719808504712
D2HGDH	5.251075	3.92473	-0.420019393648722	0.234879052596965
DAAM1	2.6541	2.753935	0.0532717795798905	0.333362824179751
DAB2IP	9.77159	6.482085	-0.592135392807873	0.0134562550080813
DACT2	5.041525	5.62341	0.15758503943906	0.282054582539959
DAD1	104.155	114.8085	0.140497359654272	0.256384065626358
DAG1	36.9073	43.3403	0.231802940477694	0.172920504748356
DAGLB	9.91403	9.3766	-0.0804067349900243	0.524379308345006
DAK	14.0835	16.8635	0.259898083164607	0.0737465541592578
DALRD3	20.33155	21.20725	0.060837349973623	0.484266223476931
DANCR	43.86435	46.17325	0.0740083927790552	0.0490616588877572
DAND5	0.8328165	0.717972	-0.214071070146184	0.661838565291992
DAP	16.3872	28.7461	0.810796868751254	0.0212922368240839
DAP3	57.969	58.87635	0.022406636778759	0.687488209051425
DAPK1	2.354795	4.28313	0.863063996594223	0.0119240279059829
DAPK3	23.953	32.05435	0.420313795949832	0.0657306433944743
DAPP1	1.77168	1.94821	0.137031147180579	0.0619456479069516
DARS	75.98825	89.75575	0.240228011839421	0.0376865362893903
DARS2	52.64535	35.85065	-0.554306831772507	0.0379998561727537
DAW1	0.7735735	1.57558	1.02627273004456	0.0627308126567311
DAXX	48.0477	34.15105	-0.492537436190111	0.02475274993603
DAZAP1	98.55215	122.4055	0.312709133198055	0.0336439886200078
DAZAP2	73.7233	93.4655	0.342313285156673	0.00267100880613932
DBF4	14.78805	16.8016	0.184166799434966	0.0357175239587706
DBF4B	10.5724	12.6135	0.254665736355415	0.0796087632237688
DBI	358.496	448.244	0.322327250110489	0.281688406669076
DBN1	32.10585	15.53165	-1.0476250923265	0.0851004775524656
DBNDD1	15.52385	11.48535	-0.434691576686101	0.0761253814541725
DBNDD2	64.7817	109.2515	0.753994854844572	0.0790203965940359
DBNL	34.1133	29.455	-0.211821769917695	0.0143376384939238
DBP	3.82308	2.352905	-0.700292317625886	0.262219098270699
DBR1	13.1477	12.4472	-0.0789891986869355	0.512429527355511
DBT	4.977875	4.00958	-0.312078879540129	0.0479018067383707
DCAF10	2.05763	3.05128	0.568430992312876	0.00234687505077798
DCAF11	13.2184	11.49265	-0.201836062635541	0.0636877087407242
DCAF12	12.05685	19.69755	0.708163162373483	0.0073327922015466
DCAF13	60.20155	53.43685	-0.171965666101416	0.0538484288652835
DCAF15	12.40125	12.7014	0.0345019792306708	0.856844507143113
DCAF16	12.16425	8.68413	-0.486194143958941	0.022830620763084
DCAF17	8.036275	7.906485	-0.0234904779577435	0.177030309892653
DCAF4	18.3231	15.83605	-0.21045107935807	0.127452216468381
DCAF5	7.71598	4.069295	-0.923070532768333	0.00829887778592053
DCAF6	15.51215	16.9063	0.124162296429515	0.0960701403690194
DCAF7	43.47355	36.9343	-0.235176674113077	0.11012079810617
DCAF8	22.20575	23.88685	0.105283316456198	0.0705970995581026
DCAKD	13.6311	11.86815	-0.199806923099365	0.219052780758861
DCBLD1	24.92495	37.95905	0.606853275977265	0.0988324118708033
DCBLD2	45.51605	43.73765	-0.0574996550336455	0.313496090596779
DCK	31.03495	31.27335	0.0110399473618694	0.782961199135286
DCLRE1A	10.193905	7.085295	-0.524806986642473	0.0735016806983429
DCLRE1B	11.7416	8.97829	-0.387116413110641	0.0330585720460368
DCLRE1C	4.285855	4.792295	0.161133677788091	0.266443478080332
DCP1A	3.13264	3.413285	0.123781894475296	0.27125505753955
DCP1B	6.32103	3.90622	-0.694386457291044	0.127128813186358
DCP2	4.0694	3.96164	-0.0387183101146579	0.435368327604103
DCPS	16.26905	17.68375	0.120294233717712	0.210608415610921
DCTD	108.88	102.754	-0.0835444158301677	0.167504337948269
DCTN1	56.3801	48.52365	-0.216497961204544	0.00525967788594612
DCTN2	41.07	48.94995	0.253222438869736	0.0262247602183641
DCTN3	14.80985	19.47505	0.395070003732357	0.0211440614379847
DCTN4	13.9795	18.17575	0.378702135156537	0.00498068992344261
DCTN5	13.7361	19.0538	0.472106303271715	0.0120811977380313
DCTN6	24.91625	22.68285	-0.135485033118782	0.146912229327935
DCTPP1	137.9315	176.307	0.354137786949746	0.16573715962879
DCUN1D1	20.1341	20.50405	0.026267916973723	0.800025144406856
DCUN1D2	8.042285	7.238005	-0.152013358501551	0.239957691686185
DCUN1D3	3.77425	4.49218	0.251225749349137	0.329075489616228
DCUN1D4	5.48576	7.206	0.393507145579933	0.0666215558662317
DCUN1D5	6.14495	7.18554	0.225695308849563	0.0227734164985596
DCXR	82.0209	74.889	-0.131237748827231	0.289872321841772
DDA1	10.585	10.84925	0.0355740444137048	0.723746485810632
DDAH1	9.214705	14.0491	0.608467827656312	0.00682193989874528
DDAH2	8.62972	2.25838	-1.934025492877	0.00492810444410446
DDB1	146.0635	141.009	-0.0508084596161457	0.15396110855275
DDB2	17.45655	17.95485	0.0406051381701646	0.149623918859983
DDHD1	5.71992	6.29406	0.137995962312156	0.225365804758121
DDHD2	14.01765	10.9504	-0.356260937818205	0.0692155462707811
DDI2	8.025355	7.08402	-0.179996925785234	0.598648866041369
DDIT3	20.31215	41.47355	1.02984858842917	0.0459408857798555
DDIT4	515.4135	330.526	-0.640966563382613	0.0550038368410772
DDN	1.96254	1.810035	-0.116704464497163	0.399435378893688
DDOST	198.2135	158.4835	-0.322722578862206	0.00908467298830105
DDR1	86.07405	57.1735	-0.590231742160053	0.0463265654978745
DDRGK1	86.41795	108.348	0.326269609967993	0.0406947339218937
DDT	51.2693	35.11815	-0.545878353492492	0.0581514874499433
DDTL	2.568695	2.431955	-0.0789190647122325	0.697247227960703
DDX1	65.26865	90.3816	0.469638897582104	0.0165234496811091
DDX10	17.1543	23.98845	0.483769685381133	0.0412620041173888
DDX11	11.35395	10.88375	-0.0610185701247693	0.541536032221842
DDX11-AS1	1.17825	1.041434	-0.178074268657194	0.433246507226154
DDX12P	2.24965	1.648845	-0.448244780439941	0.141870867929251
DDX17	65.1939	72.40165	0.151285593961399	0.0403248796916598
DDX18	49.964	63.3261	0.341911252020715	0.0517911855288819
DDX19A	19.43925	26.27715	0.434836252182897	0.0836242453132207
DDX19B	1.959555	3.20993	0.712015769873648	0.106654055756984
DDX20	18.0452	14.28905	-0.336705130318071	0.0774712978280526
DDX21	118.861	140.5355	0.241659184994109	0.0344332187009017
DDX23	47.5058	69.0643	0.539836497017926	0.0241360045192313
DDX24	55.95055	52.87545	-0.0815542766847413	0.0278853137707491
DDX26B	2.63116	2.49831	-0.0747464777438114	0.377033757787314
DDX27	62.9257	65.0678	0.048294415409784	0.580871548744764
DDX28	21.57845	19.50165	-0.145995045423704	0.124013656315134
DDX31	20.17935	25.03935	0.311317407302312	0.0025255589443468
DDX39A	67.7823	93.0255	0.456717648256002	0.0290765812060685
DDX39B	223.345	114.5185	-0.963693278855322	0.0017022439002167
DDX3X	133.08	126.7935	-0.0698129829391276	0.214733403491648
DDX41	35.72925	36.26895	0.0216293490043912	0.671512491308426
DDX42	41.84945	40.90055	-0.033088418920008	0.33726957708773
DDX46	30.15195	38.61825	0.357031481778426	0.00837851665580024
DDX47	95.438	114.8385	0.2669706762295	0.129152597981157
DDX49	49.3813	61.12275	0.307744636731861	0.0593179425005822
DDX5	149.221	158.65	0.0883969396575365	0.0959782459821938
DDX50	25.73975	19.84915	-0.374920813128763	0.0187432243917003
DDX51	8.368345	8.6661	0.0504405537794971	0.354575387446266
DDX52	16.892	26.33715	0.640759084636217	0.00812618456708348
DDX54	35.65905	38.563	0.11294902173023	0.227900732492605
DDX55	24.0235	31.63015	0.396854044005042	0.0263451677387436
DDX56	51.30985	59.7187	0.2189469522429	0.0778398855473608
DDX58	1.22508	2.80875	1.19705225643467	0.0321046200168895
DDX59	10.453	8.821565	-0.2448105270994	0.177726849708273
DDX6	19.129	22.74845	0.250006792060006	0.0544308901751977
DDX60	2.048765	2.228545	0.121347580900394	0.36615448984077
DDX60L	3.46785	3.130125	-0.147821225281583	0.147823570046067
DEAF1	12.7087	19.72945	0.634534276916409	0.039324932040023
DECR1	19.81875	14.28315	-0.472551786503975	0.0827733482024668
DECR2	8.845305	10.42279	0.236757718462657	0.25548262403585
DEDD	14.21745	13.96425	-0.0259246400213271	0.75472298551593
DEDD2	20.215	29.4551	0.543091247345749	0.0909398001758125
DEF6	6.95005	2.12526	-1.70938400846588	0.0640949218754621
DEF8	55.8637	47.0982	-0.24623920633293	0.178054508894917
DEGS1	80.22885	77.4016	-0.0517577286065756	0.476769811960277
DEK	177.4335	136.558	-0.377764586471612	0.0672430596393451
DENND1A	28.4905	26.6685	-0.0953442596093093	0.138917804212118
DENND1B	3.366045	2.217355	-0.602214698779955	0.0674154480922452
DENND1C	2.388645	3.49503	0.549112382553664	0.031479346439616
DENND2C	0.7477645	0.637174	-0.230896582472693	0.106793008372108
