SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
FGFR4	7.23191	8.062095	5.167545	6.825675
FGFRL1	41.09215	48.5856	19.46125	20.72625
FGGY	1.86169	1.86325	1.264525	1.398405
FH	156.2825	151.5235	127.008	143.186
FHDC1	3.10372	2.01435	1.7035	1.622105
FHL1	4.622155	1.394025	1.191675	0.514494
FHL2	25.0821	20.718	33.72615	28.2768
FHL3	15.49295	6.778095	4.13592	1.898655
FHOD1	51.7224	46.16925	30.1968	37.6536
FHOD3	29.91525	20.42265	35.2026	33.37365
FIBP	42.4132	41.1968	35.6841	37.8532
FICD	1.037741	1.06233	1.35227	1.78181
FIG4	7.80962	9.953155	6.50928	6.40659
FIGN	1.83884	1.129005	1.016773	0.865037
FIGNL1	6.679745	6.521305	9.035685	12.9079
FIP1L1	14.4691	10.77555	17.7717	15.68435
FIS1	73.0965	65.45965	91.8796	78.9634
FITM2	7.99567	12.4424	9.381995	13.04825
FIZ1	3.948425	3.053465	5.633095	4.23839
FJX1	15.2562	4.8944	31.7124	16.95915
FKBP10	37.12725	24.06535	55.48745	43.29
FKBP11	22.6655	16.87345	19.61645	14.08255
FKBP14	3.975605	7.06857	4.783775	6.997565
FKBP15	12.9287	14.8188	17.79605	16.21085
FKBP1A	80.1673	84.2456	94.70825	93.1462
FKBP1B	1.112367	1.702095	0.706047	0.999873
FKBP2	108.3545	121.0865	78.41515	86.2836
FKBP3	114.289	121.609	84.9633	87.04495
FKBP4	131.003	61.52925	199.3765	140.5265
FKBP5	92.4976	56.3685	52.5998	56.15045
FKBP7	3.048965	2.504315	2.380775	2.50344
FKBP8	96.6866	78.4996	87.61465	67.89315
FKBP9	12.9428	11.09575	18.3195	15.44085
FKBPL	10.8229	8.56121	6.59	6.540275
FKRP	3.756305	3.511865	4.15558	4.414585
FKTN	5.16487	2.99339	5.690855	3.858415
FLAD1	21.9984	17.6001	23.46165	21.15325
FLCN	10.63555	14.0418	12.07465	15.22485
FLI1-AS1	1.85307	0.320571	0.535322	0.211265
FLII	76.7877	70.68465	58.9777	56.25905
FLJ10038	1.43604	1.702125	1.216835	1.18024
FLJ14186	4.391155	4.34973	2.6566	2.722025
FLJ20021	4.221025	11.77925	3.525555	6.781
FLJ22447	3.07795	0.6372025	1.410485	0.2260675
FLJ23867	7.830305	14.6979	8.141825	14.05865
FLJ30403	0.5622145	1.1052465	0.4360075	0.7951865
FLJ31306	9.977765	17.1797	10.9522	14.8812
FLJ31662	0.8637585	1.640385	0.763785	0.7400995
FLJ33630	2.058995	1.234325	3.344135	2.36791
FLJ34208	1.297815	2.032765	1.1669945	1.079966
FLJ37453	4.07694	5.298405	3.180425	3.55982
FLJ38109	0.429686	1.0296295	0.631283	1.115905
FLJ39051	6.1838	6.000755	3.216445	3.493215
FLJ42351	2.06065	2.522635	2.59001	2.383315
FLJ42627	1.38317	1.25227	1.070622	0.7472525
FLJ42709	3.73876	1.59257	1.954495	0.8399255
FLJ43663	0.9768595	1.41581	1.5839	1.19332
FLJ43681	0.76065	0.972718	0.8652865	0.8448685
FLJ45340	2.965965	2.947195	3.008845	2.449755
FLJ46906	1.96084	2.492	2.281925	1.93444
FLNA	466.194	817.8475	323.054	519.039
FLNB	24.14255	30.64485	38.33255	47.5427
FLOT1	112.451	87.3902	78.3863	59.8729
FLOT2	35.21815	23.359	41.86075	31.7688
FLRT3	3.813755	2.851615	7.23863	2.04797
FLT3LG	3.386	0.1891825	2.499815	0.510377
FLVCR1	5.055255	3.039435	4.33437	2.77007
FLVCR1-AS1	1.90404	2.11679	0.675178	1.1161515
FLYWCH1	9.27677	10.76695	6.99591	7.42842
FLYWCH2	23.64715	23.2683	23.828	21.4712
FMN1	1.478345	0.835949	1.686165	0.744105
FMNL1	18.2255	6.276745	10.65155	4.47801
FMNL2	16.0111	19.6757	20.22335	24.2926
FMNL3	1.32533	0.722051	0.965372	0.616302
FMR1	36.75435	29.0028	33.00415	32.8078
FN1	119.1515	57.7187	26.14315	18.83525
FN3K	10.302	5.82574	11.883	8.784945
FN3KRP	55.14155	68.5365	60.13405	86.53955
FNBP1	6.65333	14.6353	6.557395	13.97375
FNBP1L	15.4108	13.7762	13.12565	11.42875
FNBP4	25.24125	28.24185	28.2823	26.84215
FNDC3A	14.5067	10.8885	14.14095	12.87965
FNDC3B	9.046175	7.7957	11.1965	8.14122
FNDC8	0.908711	0.363157	3.226655	2.061215
FNIP1	4.7508	6.11718	8.08749	9.350005
FNIP2	2.11756	1.527555	2.555075	2.42939
FNTA	63.58765	79.57455	81.35635	79.18465
FNTB	0.861994	0.8086845	1.6272	1.326515
FOCAD	16.30325	19.75735	19.23055	23.77925
FONG	1.0944505	0.703694	0.498701	0.397808
FOPNL	23.64885	15.1601	29.9602	22.61975
FOS	4.17284	8.15501	7.43141	7.299645
FOSB	0.571689	0.814783	1.03023	1.031533
FOSL1	74.05295	97.9908	106.444	133.2055
FOSL2	4.57511	8.0732	9.248725	9.43869
FOXA1	7.90392	3.81544	4.85076	3.113775
FOXC1	6.385	4.399575	4.734705	3.28191
FOXD1	2.508865	4.296055	2.635955	6.103465
FOXD2	1.03093	0.599084	0.3414555	0.272795
FOXD2-AS1	4.316785	3.49726	1.444195	1.20892
FOXE1	1.452065	2.84105	4.186565	6.04895
FOXF2	12.18045	1.74709	2.860505	0.552388
FOXG1	4.82583	5.176805	2.47421	2.893445
FOXH1	2.52029	4.052625	1.869725	2.62412
FOXI3	0.431424	0.3064705	1.23887	1.47977
FOXJ2	6.046885	3.766665	5.977095	4.71956
FOXJ3	19.8407	20.52795	14.06465	13.5003
FOXK1	7.26581	4.44217	6.56752	5.712925
FOXK2	35.6436	30.4554	44.09275	38.98245
FOXL1	4.950935	3.01825	4.702365	3.0137
FOXM1	79.98185	40.5147	101.4325	77.7359
FOXN2	8.428005	3.921085	12.80705	7.259865
FOXN3	1.19387	0.829339	1.199055	1.177685
FOXN3-AS1	2.465335	0.5846425	1.8678	0.6611255
FOXO1	10.02866	4.05331	7.30795	3.9636
FOXO3	3.657755	5.798525	4.685	5.87005
FOXO4	1.6292	2.0065	1.728655	1.96021
FOXP1	3.872325	1.68075	4.438415	2.87237
FOXP4	15.0073	18.0273	6.846865	11.1369
FOXQ1	2.27086	1.38708	4.34436	4.031835
FOXRED1	20.9561	14.64195	28.6691	22.92005
FOXRED2	8.41508	9.619925	8.796975	15.57955
FPGS	39.08395	42.2055	29.0614	34.9671
FPGT	5.492125	4.91219	3.60076	3.98308
FRA10AC1	6.2022	4.60953	5.971435	5.27644
FRAS1	2.96537	1.99456	4.657835	3.258415
FRAT1	1.630995	1.89439	1.436605	1.507325
FRAT2	16.6853	9.59895	22.04495	14.8865
FRG1	51.1122	50.47855	53.66805	56.81525
FRG1B	8.503465	9.36049	7.575155	8.138835
FRK	2.31923	2.059105	1.31496	0.817267
FRMD3	0.494211	0.184761	1.187455	0.281826
FRMD4B	1.20464	0.6669065	0.8409045	0.3105735
FRMD5	1.342925	6.58497	2.449865	6.617465
FRMD6	8.930975	11.3401	13.7345	18.49735
FRMD6-AS1	1.15816	1.94231	0.6638	1.42922
FRMD8	10.75425	11.10745	11.08845	12.7228
FRRS1	5.883435	6.937985	3.57457	4.249665
FRS2	4.352185	4.080195	5.289085	5.014355
FRS3	3.61542	2.929385	1.97489	1.8816
FRYL	2.536635	4.369125	2.3601	4.119975
FSCN1	129.575	184.3505	113.1975	160.393
FSCN2	1.841485	2.790495	1.171815	1.445885
FSD1	8.305015	3.08502	5.26331	2.553785
FSD1L	2.388655	2.23815	2.459115	2.432685
FST	2.720665	0.358776	1.886855	0.160514
FSTL1	25.2491	21.19445	16.55325	23.323
FSTL3	26.74015	43.3808	44.09565	38.43485
FTH1	1818.805	3012.345	2396.08	3159.76
FTH1P3	1.0511735	1.586755	1.0074895	1.35631
FTL	1163.035	1663.33	1245.625	1483.725
FTO	8.029665	4.72571	10.7748	8.633445
FTSJ1	45.39465	30.0125	46.9617	36.5421
FTSJ2	32.81975	26.98675	33.6421	32.1866
FTSJ3	32.91235	34.8537	38.4365	43.47845
FTSJD1	11.38695	16.1526	12.97755	16.424
FTSJD2	18.8303	19.6072	12.2205	14.31725
FTX	1.069835	1.66637	1.07313	1.09817
FUBP1	75.0147	66.6784	55.6067	50.23805
FUBP3	47.2815	56.9707	52.38115	66.5413
FUCA1	31.0383	36.53085	5.156745	10.8932
FUCA2	69.22155	31.6115	83.7551	50.18085
FUK	3.268005	2.30382	3.787785	3.14288
FUNDC1	31.30255	12.609	22.8431	10.7839
FUNDC2	31.4072	35.69935	29.8988	34.5165
FUOM	6.707125	3.765625	1.637105	1.452455
FURIN	57.7922	41.63075	76.0655	54.6774
FUS	114.907	124.6795	113.759	118.811
FUT1	1.087025	1.0421625	2.12788	1.223205
FUT10	3.88981	2.48866	3.85997	2.82136
FUT11	7.002185	8.671275	5.268255	5.765115
FUT2	2.937955	1.860545	3.755405	2.02221
FUT3	3.58305	1.697145	4.12539	1.448455
FUT4	0.900427	1.035578	0.586886	0.595619
FUT8	3.26605	2.78438	3.28913	4.588995
FUZ	11.75015	7.291045	10.702785	8.81449
FXN	24.5458	15.11215	25.91815	21.44905
FXR1	24.7365	24.4279	24.5232	25.3901
FXR2	44.0079	51.6477	43.9683	46.0093
FXYD3	42.5604	29.35475	67.30755	51.1084
FXYD5	171.492	140.6705	166.208	130.1485
FYCO1	3.405985	1.349675	3.275865	2.20243
FYN	0.290094	3.07458	3.175165	6.61273
FYTTD1	45.0865	43.74305	44.20715	52.55655
FZD1	2.802855	4.492945	4.277535	6.02125
FZD2	2.06982	1.75539	2.030625	2.230925
FZD3	2.724425	2.18977	2.74762	2.39824
FZD4	2.88839	4.05905	4.411555	5.07688
FZD5	2.209495	2.50855	1.72118	2.05298
FZD6	22.671	23.98865	20.5294	22.03555
FZD7	1.398275	5.151815	1.059227	3.03124
FZD8	0.370996	0.4717215	3.51522	5.190625
FZR1	19.3829	19.9288	18.2001	20.5672
G2E3	8.326905	6.42744	7.3661	6.728045
G3BP1	90.0893	127.093	122.2375	163.276
G3BP2	71.6247	64.5398	71.31755	71.1432
G6PC3	56.8977	53.47375	63.7721	59.12945
G6PD	133.8335	283.607	77.59075	173.8115
GAA	15.83655	14.8522	11.13365	12.4742
GAB1	1.20129	2.27562	1.509335	2.317225
GAB2	1.66874	1.09591	4.04422	2.1944
GABARAP	142.16	144.1705	139.578	137.916
GABARAPL1	10.8127	23.48405	9.958675	14.56915
GABARAPL2	42.40025	65.91365	48.64115	64.9125
GABBR1	7.863915	6.660305	3.03058	2.94907
GABPA	12.47275	7.593165	13.43465	9.91243
GABPB1	8.706815	6.023135	9.775425	8.4235
GABPB1-AS1	5.72792	6.797275	4.117035	4.487815
GABPB2	3.9186	1.65314	4.45181	2.042635
GABRA2	6.14418	2.70217	4.616505	3.36324
GABRE	21.3966	24.2194	13.8465	15.54485
GAD1	1.445045	1.409635	2.12711	2.29556
GADD45A	10.66335	28.17995	26.449	29.2986
GADD45B	5.11118	19.5499	12.85265	23.15015
GADD45GIP1	158.5265	110.875	198.8025	160.7515
GAK	27.09865	43.2681	18.1944	24.59455
GAL	13.5077	8.21604	12.8925	7.224215
GALC	4.49512	1.324185	2.368355	0.6196945
GALE	105.57	132.7905	44.26975	43.863
GALK1	17.10245	11.61005	12.3559	12.2419
GALK2	10.6958	7.51906	14.5202	10.8771
GALM	4.3575	2.939635	3.982025	3.55721
GALNS	7.4319	12.8228	6.739185	9.096725
GALNT1	28.76	34.7751	26.12835	41.32615
GALNT10	3.323835	11.0304	8.25578	16.85255
GALNT11	10.424	7.15473	12.0508	9.852915
GALNT12	2.94661	4.06973	1.648545	4.847685
GALNT13	7.50511	6.103275	5.25661	5.171455
GALNT14	16.45645	6.07219	13.8952	8.822715
GALNT18	7.92223	5.920115	12.3339	11.03885
GALNT2	48.2432	63.16475	41.70885	55.2317
GALNT3	24.3739	15.76915	30.0681	27.44155
GALNT4	1.95213	2.484745	2.04399	1.292648
GALNT6	11.56495	5.74825	15.98285	10.16325
GALNT7	18.26645	11.46445	14.3573	12.67435
GALR2	1.001752	0.60593	0.384576	0.4336105
GALT	4.90192	10.70345	4.01967	7.622815
GAMT	13.8102	7.04471	14.49375	12.29915
GAN	1.64419	3.96535	3.05778	4.361655
GANAB	229.832	217.1585	202.9465	204.0085
GANC	3.22871	2.69619	2.6382	2.339295
GAPDH	4604.685	7531.1	4260.68	5512.97
GAPDHS	2.297195	0.879497	1.73677	1.383825
GAPVD1	17.6837	18.35565	19.78185	21.7895
GAR1	38.75535	15.92195	44.9825	24.10275
GAREM	3.05136	5.11958	3.81936	4.689795
GAREML	1.357215	0.30011	0.7756375	0.281545
GARS	71.8084	90.48685	95.22355	94.3
GART	77.33495	44.16135	80.3281	56.28035
GAS1	0.800908	0.44901	1.221795	1.096105
GAS2L1	21.3029	17.4092	14.17955	17.8354
GAS2L3	4.824805	7.653785	5.46209	9.191715
GAS5	234.538	231.4535	263.2785	207.728
GAS6	31.22645	25.43775	43.94875	43.3635
GAS8	6.292985	6.26256	6.26264	5.049215
GATA2	2.05538	1.006782	0.810914	0.608848
GATA3	4.914405	2.224245	6.55597	3.639435
GATA6	2.91934	3.296325	1.95522	2.432575
GATAD1	7.537315	7.281735	11.9373	9.059555
GATAD2A	26.14865	20.6898	31.3722	30.7723
GATAD2B	6.198395	7.52021	6.67359	7.02787
GATC	11.04395	16.0633	16.7099	23.36335
GATM	3.423565	8.7988	10.85815	33.6861
GATSL3	4.09456	1.771845	1.89355	0.9432005
GBA	13.97845	16.1458	12.92335	13.8138
GBA2	6.84179	13.1484	9.846855	15.3623
GBAP1	1.251325	0.9949495	0.8344845	0.9037175
GBAS	77.9342	54.8539	73.49255	66.53945
GBE1	16.6233	27.391	14.1383	18.2215
GBF1	14.31925	28.82585	11.96045	21.9481
GBGT1	1.491865	0.7264515	0.372525	0.3299605
GBP3	6.97854	1.66651	4.051015	1.28931
GCA	1.027158	0.546382	1.011561	0.2755065
GCAT	5.109575	8.37602	5.722535	12.63865
GCC1	8.61662	12.8534	11.7828	15.54335
GCC2	4.86993	5.54265	4.42792	4.80446
GCDH	12.3333	37.0494	13.71215	40.8377
GCFC2	18.15225	13.7418	17.60075	15.3984
GCH1	13.4335	26.3661	15.0451	25.607
GCHFR	5.31021	8.79794	2.022855	4.29841
GCLC	17.08645	31.3553	13.14345	24.4132
GCLM	34.5821	45.6784	33.4946	44.6754
GCN1L1	45.55425	41.6878	50.93005	62.94985
GCNT1	5.4634	5.02137	5.127305	6.07845
GCNT2	2.219475	1.169085	0.733627	0.3968165
GCSH	94.63475	59.53835	85.5875	61.46595
GCSHP3	3.823265	1.386905	5.061485	3.095375
GDA	9.641285	5.292405	38.54655	22.76445
GDAP1	16.26385	15.1103	20.16885	19.78365
GDAP2	9.977855	13.5989	7.55342	9.50355
GDE1	27.9962	46.075	31.221	53.1593
GDF11	1.6417	1.945765	2.96175	5.47231
GDI1	85.9278	125.8535	64.9738	80.76515
GDI2	137.969	136.361	187.5005	205.543
GDPD1	1.074026	0.8857935	1.840355	1.343525
GDPD3	16.2601	9.213905	24.1954	13.5487
GDPD5	1.326555	4.259155	0.6265515	1.77366
GDPGP1	2.27278	3.71891	3.84938	4.972995
GEM	2.100955	2.531175	2.057695	2.65243
GEMIN2	31.9658	27.47595	32.36255	36.093
GEMIN4	42.34855	29.2493	46.67755	40.51545
GEMIN5	20.87825	16.0355	23.24255	21.74895
GEMIN6	67.4504	46.10055	67.3682	52.6361
GEMIN7	12.3052	11.1521	14.23195	14.10275
GEMIN8	3.60706	4.039415	2.87979	2.96767
GEMIN8P4	1.7488	6.22432	1.43534	4.90976
GEN1	5.905255	3.798315	7.11536	6.43163
GET4	21.55915	29.77045	20.3137	22.3955
GFER	13.20295	7.384005	15.21695	9.793445
GFI1	1.779115	0.5317645	0.5870935	0.3387165
GFM1	43.79155	41.37065	47.13905	49.42585
GFM2	16.0665	13.9998	23.99115	21.4988
GFOD1	5.856255	4.16582	4.656505	3.856865
GFOD2	19.2915	24.69415	12.5062	17.133
GFPT1	11.6763	11.37985	8.670285	8.80371
GFPT2	8.68231	14.76175	9.97199	13.71425
GGA1	21.28555	21.87835	19.13735	19.62405
GGA2	18.7113	22.67065	16.7237	21.8854
GGA3	14.7695	16.12545	10.64905	12.19465
GGCT	105.446	57.8326	140.9675	101.3695
GGCX	11.4057	12.77575	15.55165	19.4242
GGH	54.46425	57.63065	38.5877	50.0979
GGNBP2	27.8798	25.7304	32.84805	32.19825
GGPS1	25.56605	37.86795	24.24315	36.16005
GGT7	2.297405	1.982055	1.94135	1.74596
GHDC	6.465165	4.895005	8.33225	6.556285
GHITM	123.436	152.013	129.695	146.1615
GID4	5.669965	3.723305	6.565645	5.58856
GID8	39.3252	38.62	35.51775	42.2537
GIGYF1	13.77475	10.86895	14.54295	13.15225
GIGYF2	14.89955	17.13745	12.576	14.56575
GIN1	2.28845	1.48026	2.45461	1.96898
GINM1	38.7429	31.70315	32.9049	31.92125
GINS1	25.51395	9.780485	23.29935	17.507
GINS2	52.70055	20.3235	70.44615	47.26115
GINS3	20.7477	8.379025	22.71125	17.61075
GINS4	22.4245	26.53605	19.92525	28.58255
GIPC1	72.08575	73.3249	90.2389	82.7122
GIT1	33.346	33.75785	39.69215	52.4432
GIT2	8.32417	11.58735	8.13661	11.11155
GJA5	0.5434105	0.0459811	1.4788	0.271959
GJB2	1.75529	0.4660235	1.896265	1.0002085
GJB3	52.98055	32.45355	50.49805	26.1192
GJB5	25.49385	27.70735	26.0649	19.96095
GJC1	5.214055	3.550795	8.035905	8.60448
GJC2	1.744645	5.256705	1.07625	1.85008
GJD3	1.570935	0.5725305	0.8294	0.371351
GK	3.69246	2.212305	1.756915	1.94484
GK5	4.91486	4.39344	4.76043	4.55216
GKAP1	5.525845	5.458355	7.55936	10.56717
GLA	27.3936	38.1486	32.0447	52.2765
GLB1	25.3798	28.88005	30.21395	35.33475
GLB1L	1.501745	1.650195	0.850895	1.32339
GLCCI1	1.13088	3.61583	1.408715	3.283605
GLCE	6.562935	12.1024	10.061755	19.43005
GLDC	1.07146	1.55038	6.965945	9.42733
GLE1	42.64195	50.45905	44.5433	59.9233
GLG1	17.15945	24.19275	17.2443	25.67065
GLI3	0.8763145	0.9062455	1.024552	1.20449
GLI4	2.025785	4.017085	0.9919355	2.003865
GLIPR1	4.76384	2.688135	7.657375	5.01379
GLIPR1L2	1.42921	1.22617	1.196235	0.998927
GLIPR2	0.927136	1.68193	2.76269	4.40974
GLIS2	4.93609	4.71168	6.92712	6.23556
GLMN	15.209	18.7088	10.91165	16.05965
GLO1	182.679	158.9035	130.543	122.844
GLOD4	65.5361	49.56655	77.85605	75.1786
GLRX	11.34775	23.38375	8.37357	13.49755
GLRX2	51.741	61.06095	44.49635	51.97255
GLRX3	110.0075	83.4355	122.9165	100.8885
GLRX5	56.16355	58.0472	56.1496	62.10815
GLS	57.2567	95.17285	59.65155	77.7225
GLS2	2.91203	1.535095	8.25975	5.364375
GLT25D1	52.25	33.99805	71.17655	57.1945
GLT8D1	9.327135	6.11066	10.79575	6.822075
GLT8D2	1.0557915	0.614335	1.586355	0.873087
GLTP	9.960385	11.5881	11.00325	10.80595
GLTPD1	17.168	17.0536	12.56595	13.39735
GLTPD2	1.26926	4.132585	0.850105	2.49164
GLTSCR1	2.959325	2.331575	2.43015	2.279655
GLTSCR1L	2.1655	1.020326	1.48586	0.742059
GLTSCR2	45.6256	59.86845	50.9806	57.7992
GLUD1	39.03195	39.5894	31.512	33.8836
GLUL	15.29025	17.4411	0.998513	1.202775
GLYCTK	0.9539065	0.6896205	1.368595	1.411955
GLYR1	23.86325	44.6405	28.50105	48.6795
GM2A	8.41303	16.4366	10.21445	17.08735
GMCL1	13.82385	13.06175	12.7484	15.6006
GMCL1P1	0.9283425	0.7475345	0.7849475	0.8587395
GMDS	21.15795	25.83475	9.339605	12.7177
GMEB1	5.14481	3.39074	4.851475	4.2547
GMEB2	7.27896	8.189415	10.12875	10.78415
GMFB	33.83255	46.12855	38.6795	54.27015
GMIP	6.1096	7.100965	4.341155	5.90461
GMNN	73.6346	42.87225	55.5762	50.86235
GMPPA	20.8511	24.95635	14.8748	19.2099
GMPPB	22.03035	27.6537	16.66265	25.2197
GMPR	3.77186	1.607105	4.594125	2.044905
GMPR2	26.4774	31.81705	34.65095	35.87235
GMPS	142.459	68.1721	115.2	89.16625
GNA11	27.7092	27.15945	42.2163	54.3086
GNA12	17.5913	18.19785	19.9605	21.6491
GNA13	9.97728	8.59503	11.47175	11.5576
GNA15	9.16377	5.30598	6.704305	3.34961
GNAI1	5.55758	6.307635	10.90885	12.0822
GNAI2	71.0066	132.259	52.8374	112.001
GNAI3	43.20445	51.87625	33.52465	38.8404
GNAL	2.04019	1.16432	1.52755	1.0963055
GNAQ	19.77355	12.3422	13.7858	10.6778
GNAS	307.013	237.726	373.62	328.837
GNB1	107.2045	79.32755	66.8927	61.54605
GNB1L	11.61065	9.8778	8.87177	8.283205
GNB2	107.0045	125.179	108.0765	122.8515
GNB2L1	1311.06	1150.405	1155.34	1051.5
GNB3	1.326795	2.4716	1.493255	3.00052
GNB4	10.44085	3.441315	6.55578	4.451525
GNB5	6.86874	8.742005	11.676	16.92405
GNE	5.91545	4.533145	6.67257	6.33618
GNG10	103.8725	81.90265	105.829	95.059
GNG11	5.90645	2.33532	9.514645	5.73607
GNG12	31.35185	23.40975	31.5308	28.67495
GNG3	2.080915	2.459295	1.2431135	1.635095
GNG4	3.851625	1.55761	3.469855	1.971745
GNG5	117.4115	107.463	77.12795	76.2117
GNL1	14.5342	13.5936	7.21172	7.926305
GNL2	57.78705	55.9625	48.1727	53.41635
GNL3	62.436	51.6029	85.19595	75.0415
GNL3L	16.6048	12.8677	14.7377	11.94645
GNLY	1.0060185	0.676367	0.2646395	0.2033245
GNPAT	61.6973	47.3727	49.1397	39.3637
GNPDA1	36.5307	25.66925	62.23765	47.19465
GNPDA2	5.385	4.99652	5.969475	6.74878
GNPNAT1	48.5709	34.6157	55.61715	46.50465
GNPTAB	7.003585	8.473345	10.4544	12.44805
GNPTG	14.47845	20.7287	15.9373	22.49145
GNRH1	1.099273	1.30367	1.07931	0.8208325
GNRHR2	7.27728	6.23167	8.21028	8.22995
GNS	15.95065	17.7136	21.08055	23.5106
GOLGA1	8.721645	9.44569	10.58445	10.72365
GOLGA2	23.46535	22.5142	19.2797	17.23885
GOLGA2P5	8.902215	3.47537	8.39904	4.553795
GOLGA3	17.55765	18.3787	18.4965	21.8057
GOLGA4	15.69325	21.7922	21.1563	24.8301
GOLGA5	21.28435	21.82415	18.41655	18.4399
GOLGA7	66.20695	70.58465	58.48255	62.67745
GOLGA7B	5.26238	2.023285	4.67298	2.07378
GOLGA8A	10.7322	9.18411	11.1141	10.28815
GOLGA8B	6.70984	6.086925	6.493385	6.01666
GOLGA8I	0.723102	1.513715	0.5063095	0.898583
GOLGA8S	0.583663	1.8338	0.247547	0.685764
GOLGA8T	0.5759325	1.83558	0.2147595	0.581177
GOLGB1	10.96035	16.9353	10.644235	14.1961
GOLIM4	14.18885	14.65695	18.1683	21.84525
GOLM1	95.7856	69.53405	117.346	103.619
GOLPH3	14.62005	11.308	31.9476	30.072
GOLPH3L	7.782115	10.2238	6.909015	8.144095
GOLT1B	31.25015	17.27425	42.97495	32.1614
GON4L	6.710255	7.59996	5.6051	6.911165
GOPC	29.0063	27.17005	39.3442	31.2933
GORAB	4.45699	5.2708	4.422745	4.156955
GORASP1	13.23635	10.3178	14.86565	13.0955
GORASP2	69.09115	74.77695	59.40515	61.21005
GOSR1	16.8533	13.607	17.16955	13.18735
GOSR2	20.71135	33.9815	24.64055	32.176
GOT1	48.28225	64.17485	54.4407	62.982
GOT2	172.8415	119.0915	176.949	144.4525
GP1BA	0.677466	1.741295	0.974497	1.52277
GPAA1	31.9231	40.8352	18.87985	25.53495
GPAM	4.014615	5.31455	4.41679	5.292125
GPANK1	17.0376	9.44552	13.98685	8.136085
GPATCH1	3.71758	4.04323	5.79827	6.07359
GPATCH11	4.44411	6.228365	6.37414	8.638335
GPATCH2	14.4214	19.15865	11.6515	13.8436
GPATCH2L	5.449455	9.17995	5.544385	6.94382
GPATCH3	11.2174	12.20525	7.644885	6.66748
GPATCH4	30.24215	19.9099	43.06005	31.45025
GPATCH8	12.76435	12.79535	16.5	18.6223
GPBP1	16.2273	12.38205	17.0057	14.67195
GPBP1L1	35.681	41.9652	23.987	24.3536
GPC1	14.5804	14.04465	10.48975	14.2629
GPC6	1.113465	0.9345995	1.688185	1.569485
GPCPD1	4.86512	3.932615	4.56323	3.627555
GPD1L	9.243625	6.0388	12.0746	9.83406
GPD2	39.84225	15.7427	28.2828	16.18445
GPER	1.43113	0.9794535	0.913509	0.5857555
GPHN	8.966325	7.957045	7.591915	8.4326
GPI	143.6305	146.442	142.063	152.1985
GPKOW	12.5515	10.125325	10.262595	10.4339
GPM6B	9.18416	2.96497	4.45637	2.29219
GPN1	34.83705	22.25965	41.434	27.20005
GPN2	40.0423	45.22695	17.90625	20.34825
GPN3	31.62975	27.9164	32.93425	38.9744
GPNMB	0.5843665	0.3477595	2.62956	1.26716
GPR107	15.5091	11.92075	20.8876	18.60715
GPR108	24.3265	28.32465	22.9396	23.5904
GPR125	19.8211	17.7266	18.3621	19.7031
GPR126	5.72595	3.033935	4.86158	2.71297
GPR135	1.665855	3.469995	0.820027	1.12247
GPR137	22.6597	20.0348	21.48225	17.93125
GPR137B	5.797025	3.8479	6.575965	5.17887
GPR137C	0.980737	1.51824	0.7042985	0.722737
GPR143	0.87431	1.40728	0.763849	1.667105
GPR146	0.698261	1.467225	0.574003	0.684604
GPR153	4.070945	3.222605	2.722095	3.42166
GPR155	0.6793285	1.23772	0.51248	0.837991
GPR157	3.87898	4.92207	3.083825	3.53249
GPR160	3.126945	2.09117	4.046855	3.1303
GPR161	1.13295	0.401739	1.25174	0.8315185
GPR176	4.08115	5.054765	6.319335	8.282965
GPR180	5.24411	3.734405	4.454015	4.17539
GPR19	4.43871	1.880405	2.586105	1.881175
GPR3	17.03315	8.75774	4.27603	3.585525
GPR37	0.508859	0.71893	0.9565865	0.841982
GPR39	1.170085	0.7701015	1.288095	0.869082
GPR56	50.579	35.41885	70.49875	47.60575
GPR63	3.00884	2.12846	3.089925	3.04843
GPR75	1.64306	2.002525	1.6568	1.461525
GPR75-ASB3	5.557535	5.47839	5.042535	3.783095
GPR87	12.3389	4.35012	7.093055	1.784715
GPR98	0.466904	1.238625	0.710656	1.358825
GPRASP2	1.009029	0.0585595	0.452943	0.08832615
GPRC5A	64.09655	96.70975	131.519	186.0135
GPRC5C	6.316175	2.84177	4.200695	2.061575
GPRIN1	7.114575	9.102425	7.073035	13.40075
GPRIN2	3.30627	1.31012	0.9549995	0.551358
GPS1	117.243	127.7535	109.7045	144.0245
GPS2	73.746	164.799	72.19105	159.27
GPSM2	24.2557	25.6207	19.8461	26.54045
GPSM3	1.556285	0.5301935	0.9086945	0.306675
GPT2	22.6556	18.44115	28.25005	23.12185
GPX1	394.339	550.67	423.282	562.611
GPX4	223.6955	396.433	185.0025	333.5045
GPX7	1.876135	0.2882835	1.031812	0.20607685
GPX8	9.409445	3.14519	5.7458	2.64462
GRAMD1A	15.9238	8.68487	15.01455	9.63892
GRAMD1B	6.97594	2.764845	13.351	13.88905
GRAMD1C	3.11577	1.26284	1.65729	0.739778
GRAMD2	6.810055	2.23594	3.194285	1.55025
GRAMD3	3.151475	4.820825	6.85636	7.376595
GRAMD4	5.49425	3.35439	5.224565	4.68882
GRB14	3.82855	5.46361	3.71482	6.442315
