SUM149_DMSO_12H_R	SUM149_JQ1_12H_R	SUM149R_DMSO_12H_R	SUM149R_JQ1_12H_R
EEF2K	8.19874	10.12011	9.563345	11.1476
EEFSEC	10.7461	22.9371	8.845625	20.7239
EEPD1	0.2377865	0.619172	0.3296925	0.6422745
EFCAB1	0.201908	0.1373114	0.11824485	0.09239825
EFCAB10	3.686955	3.4008	4.455335	4.60551
EFCAB11	12.29155	11.6677	7.92255	10.004555
EFCAB12	0.5341355	0.649244	0.5056845	0.3352635
EFCAB13	0.285322	0.277337	0.4270925	0.4030255
EFCAB14	25.4932	25.91795	22.3756	21.28385
EFCAB14-AS1	0.2896905	0.287762	0.16608	0.280938
EFCAB2	5.963235	4.9943	2.93927	3.634505
EFCAB3	0.221232	0.2420305	0.240678	0.2874825
EFCAB4A	10.410285	3.988545	8.78667	4.46307
EFCAB4B	0	0.0051069	0.00563385	0
EFCAB5	0.1028066	0.180397	0.090236	0.1061568
EFCAB6	0.02147555	0.008403	0.01872245	0.0335511
EFCAB6-AS1	0	0.00737825	0	0
EFCAB7	3.02878	1.85372	2.634825	1.8805
EFCAB9	0	0.1355045	0.07252705	0
EFCC1	0.123121	0.157988	0.4343395	0.7960725
EFEMP1	42.3562	21.8774	62.89685	31.1149
EFEMP2	1.253165	1.715325	0.6879575	0.9151015
EFHA1	27.90335	45.22225	31.3256	49.927
EFHA2	1.539935	1.23136	1.276695	1.12264
EFHB	0.0139846	0	0.0189114	0.02025425
EFHC1	2.396745	3.070125	1.55162	2.08201
EFHC2	0.0909944	0.07965565	0.0669595	0.0243151
EFHD1	0.81018	0.6827645	0.0778991	0.1646795
EFHD2	135.918	108.502	109.1645	89.912
EFNA1	11.2665	9.191105	18.94855	9.757865
EFNA2	0.0216094	0.06321835	0.1116295	0.081769
EFNA3	6.581465	4.50948	5.005925	3.737985
EFNA4	7.02535	7.41268	5.059135	7.277365
EFNA5	2.767235	1.19952	4.051825	2.32322
EFNB1	5.225695	7.281165	9.381385	14.5241
EFNB2	24.3906	22.0816	19.77805	18.8093
EFNB3	0.4345335	0.10819585	0.236419	0.11174145
EFR3A	20.7845	28.03525	18.45165	22.26475
EFR3B	0.0408976	1.47087	0.5672745	3.319975
EFS	0	0.0104791	0.005	0
EFTUD1	14.87	16.38765	29.1889	30.985
EFTUD1P1	0	0.0137295	0.0382655	0
EFTUD2	89.2232	86.15275	101.46	105.726
EGF	0.06125165	0.0616453	0.0389506	0.0377328
EGFEM1P	0.194967	0.2451405	0.1252765	0.1564135
EGFL6	0.00699075	0.0304869	0.02687015	0.0108949
EGFL7	3.90695	4.002595	2.107155	2.735265
EGFL8	3.17632	1.80112	1.71132	1.204195
EGFLAM	0	0.01979185	0.0056394	0.0341125
EGFLAM-AS4	0.0384066	0.098221	0.0089692	0.01958805
EGFR	50.2643	38.48815	41.088	40.30665
EGFR-AS1	3.117115	2.30783	2.494655	2.531015
EGLN1	25.17445	29.8364	24.27375	23.6793
EGLN2	24.69645	21.1028	31.46765	27.91695
EGLN3	1.97526	4.154705	0.915491	1.703835
EGOT	0.2907275	0.3967465	0.448663	0.314429
EGR1	15.34165	37.7472	10.15885	17.54645
EGR2	0.337246	1.328865	0.237535	0.228416
EGR3	1.074655	1.145145	1.025334	0.547922
EGR4	0.03639985	0.04959435	0.1226664	0.06546005
EHBP1	12.66285	11.2702	16.012	13.9605
EHBP1L1	37.44125	25.92165	15.63075	13.1434
EHD1	23.71705	52.3742	35.17875	60.17805
EHD2	16.90635	19.94605	18.04585	16.68645
EHD3	1.793965	1.62416	2.24558	1.833865
EHD4	20.7908	28.48905	21.8717	28.78485
EHF	3.338885	2.71929	2.59526	2.26105
EHHADH	1.967385	1.699255	1.350045	1.308325
EHHADH-AS1	0.02567305	0.0113857	0.01937645	0.0121364
EHMT1	24.8927	23.5307	20.7801	24.69685
EHMT2	33.95465	17.4531	22.6627	12.42075
EI24	94.9211	59.0243	117.825	92.07845
EID1	91.01195	109.0035	83.17375	104.8645
EID2	15.6696	19.9054	15.55925	20.571
EID2B	3.17095	4.30958	2.38922	3.896415
EID3	0.141321	1.053965	0.14351985	0.2380795
EIF1	214.478	298.524	406.328	437.8065
EIF1AD	17.1771	16.4697	16.11385	15.34035
EIF1AX	90.27495	65.9454	85.16605	80.59155
EIF1AY	0.02217955	0.0111506	0.0202597	0
EIF1B	26.212	32.11	26.5	32.59305
EIF1B-AS1	0.1103359	0.02170515	0.02519625	0.01542415
EIF2A	54.21515	35.73905	62.46365	50.76155
EIF2AK1	45.3715	48.79915	47.24035	58.21035
EIF2AK2	21.92745	12.5599	22.42725	17.6231
EIF2AK3	4.746105	6.178595	5.98929	7.41365
EIF2AK4	38.2726	29.6232	45.5051	36.8963
EIF2B1	37.3291	44.49245	48.5806	52.36185
EIF2B2	28.7516	44.45275	32.15315	39.42265
EIF2B3	34.33895	34.87935	26.8301	30.0859
EIF2B4	33.02385	25.6928	36.0075	34.5518
EIF2B5	34.46285	30.06045	42.81635	42.8331
EIF2D	34.81085	13.8107	29.40805	17.558
EIF2S1	47.64895	44.08295	51.8024	51.8428
EIF2S2	128.28	123.3225	148.3465	133.189
EIF2S3	156.262	108.576	135.3655	117.539
EIF3A	79.98615	72.3179	80.20925	83.1424
EIF3B	136.2065	142.7035	143.3465	153.693
EIF3C	0.01133475	0.0196623	0.03302695	0.02693235
EIF3CL	0.01	0.0136798	0.0215815	0.01925775
EIF3D	135.214	107.2425	170.935	145.191
EIF3E	403.6365	266.463	335.1205	262.776
EIF3F	119.805	103.9336	141.651	124.083
EIF3G	124.4445	100.49075	159.964	150.427
EIF3H	237.464	211.542	198.85	186.217
EIF3I	235.054	228.9505	154.1325	134.2995
EIF3IP1	0.0534362	0.01761425	0.0156829	0.01547465
EIF3J	60.2353	67.95525	110.612	104.155
EIF3K	164.793	147.579	221.233	194.011
EIF3L	118.079	123.323	145.701	156.4815
EIF3M	266.0045	180.9295	309.2085	248.6445
EIF4A1	1030.15	1122.44	1142	1270.75
EIF4A2	175.375	196.5195	207.159	200.0005
EIF4A3	77.2431	111.145	59.49625	85.67485
EIF4B	128.931	86.9945	170.688	121.626
EIF4E	33.7999	29.26705	45.31185	41.56475
EIF4E1B	0.0087925	0.00779875	0	0
EIF4E2	48.2647	48.77225	46.0786	49.0428
EIF4E3	2.009695	1.443455	1.19499	1.213105
EIF4EBP1	117.316	93.08145	102.759	80.25455
EIF4EBP2	15.1268	23.1366	11.982	23.71325
EIF4EBP3	6.646525	7.23329	23.28215	16.60555
EIF4ENIF1	7.64048	6.493145	8.736085	7.05847
EIF4G1	239.578	197.47	263.577	240.483
EIF4G2	283.13	335.107	402.0955	525.735
EIF4G3	34.4497	36.1121	35.5389	40.7331
EIF4H	228.0575	222.3785	265.7255	302.217
EIF5	58.2637	73.459	62.5905	61.3952
EIF5A	632.8895	538.161	745.759	600.228
EIF5A2	2.32411	2.742375	1.971495	2.457585
EIF5AL1	0.3768705	0.550181	0.4898285	0.425483
EIF5B	64.50165	57.54115	75.6125	80.52185
EIF6	226.4885	189.558	234.133	200.6015
ELAC1	4.89575	7.748855	3.52363	6.94502
ELAC2	56.9933	60.8914	66.5444	76.08435
ELANE	0	0	0	0
ELAVL1	23.13765	18.30215	26.1672	24.4914
ELAVL2	0	0	0	0
ELAVL3	0	0.01390035	0.01050835	0.005
ELAVL4	0	0.00825535	0	0
ELF1	15.48445	18.50535	10.9661	12.96565
ELF2	9.12247	6.290035	8.202505	6.378895
ELF3	10.8678	13.95325	5.506915	5.566465
ELF4	25.3567	14.97395	16.615	11.27365
ELF5	0.0405075	0.09554815	0.00641805	0.05725505
ELFN1	0.02260095	0.01902705	0.005	0
ELFN2	1.744035	0.1508355	1.39981	0.284308
ELK1	37.24865	35.88145	33.46665	37.4988
ELK2AP	0	0.04493525	0	0.04119205
ELK3	17.55545	13.74075	25.5366	24.7289
ELK4	5.37371	6.42849	6.1519	5.5706
ELL	5.84383	6.24774	6.802825	7.024215
ELL2	12.4505	17.45665	17.0141	20.947
ELL3	6.156225	5.623305	7.39653	6.05281
ELMO1	0.01772205	0.02570865	0.02043645	0.02337795
ELMO2	10.9185	12.6258	10.22409	12.39965
ELMO3	35.2577	36.41355	18.99265	16.8151
ELMOD1	0.429065	0.32252	0.3342405	0.3410185
ELMOD2	6.845835	6.404185	8.935095	9.67004
ELMOD3	5.74229	3.271365	6.6279	4.94326
ELMSAN1	7.2664	8.56164	5.568885	5.501445
ELN	0.01531515	0.01769275	0.01	0
ELOF1	53.3382	82.3279	68.9655	94.99525
ELOVL1	103.0275	111.011	69.46165	62.8642
ELOVL2	0.225105	0.0630552	0.0471035	0.07232715
ELOVL2-AS1	0.0152357	0.0502294	0.0087082	0.0521305
ELOVL3	1.238605	1.524325	1.71117	2.07968
ELOVL4	4.05691	8.42125	3.231815	6.39372
ELOVL5	63.17285	46.42475	60.7051	73.2895
ELOVL6	24.645	6.2402	14.5162	5.34505
ELOVL7	7.17395	8.016885	7.08812	8.88518
ELP2	58.15555	49.46805	59.88075	61.6352
ELP3	12.9958	14.80685	12.4883	13.27845
ELP4	12.69815	18.27125	13.8178	21.8409
ELP5	23.9821	19.92505	27.12835	25.5685
ELP6	24.36655	18.3428	28.48025	24.62775
ELSPBP1	0	0	0	0
ELTD1	0	0.005	0	0
EMB	6.455825	1.956185	4.22671	2.34453
EMBP1	0.9315915	1.0267505	0.4414485	0.4067765
EMC1	26.3352	22.5639	20.92435	23.01675
EMC10	68.7885	108.064	74.0418	106.5635
EMC2	37.75345	30.97835	38.5623	35.4723
EMC3	73.35365	117.775	82.18885	113.1295
EMC4	146.1335	133.7975	181.6245	180.904
EMC6	88.4245	86.2473	101.2783	100.9656
EMC7	149.149	141.2375	200.2145	198.4825
EMC8	36.8035	31.12115	44.6441	41.22455
EMC9	15.65095	23.04125	15.29075	18.5434
EMCN	0.0567671	0.09962985	0.0505509	0.04769975
EMCN-IT3	0	0	0	0
EMD	125.233	108.7555	95.65575	92.06305
EME1	13.6027	10.60935	12.3772	14.0822
EME2	5.025475	11.8372	3.92011	6.454625
EMG1	148.779	75.8882	185.2405	121.051
EMID1	0.0276276	0.014493	0.0126181	0.0063663
EMILIN1	0.461987	0.318709	0.7510305	0.5822675
EMILIN2	3.917895	2.907885	4.55724	2.901325
EMILIN3	1.44983	1.40953	1.013786	0.68731
EML1	0.04047385	0.09578185	1.022666	1.57606
EML2	16.1929	13.4195	13.7071	10.9331
EML3	26.3772	12.8657	14.75765	8.53935
EML4	22.34395	18.49565	19.58155	21.4197
EML5	1.555445	1.14489	1.82004	1.7815
EML6	0.7609495	1.402175	1.055635	1.488655
EMP1	108.938	120.0885	144.521	114.7505
EMP2	19.06445	9.604665	13.70785	9.702565
EMP3	35.47505	27.4909	36.5126	21.6651
EMR1	0.005	0.0198518	0.02030075	0.03737485
EMR2	0.6463825	1.823765	0.5091785	0.6990045
EMR3	0	0.00630925	0	0
EMR4P	0.0085073	0.04824375	0.01958795	0.036657
EMX1	0.0422173	0.0205845	0.01211585	0.05281485
EMX2	0.0482005	0.0486462	0.0430429	0.0476711
EMX2OS	0.312923	0.4170015	0.2970225	0.3274135
EN1	4.970515	1.772025	7.433085	4.138185
EN2	0	0	0	0
ENAH	33.16435	30.7763	31.366	33.48295
ENAM	0.01	0.0100494	0	0
ENC1	2.417665	4.4662	4.93633	5.42066
ENDOD1	12.8799	14.999	13.8534	16.5803
ENDOG	18.75645	25.61	15.1483	25.0774
ENDOU	0.01706785	0.03229335	0.0220371	0.04892805
ENDOV	5.743575	10.473885	5.101115	6.607465
ENG	16.9188	4.744855	9.084115	3.44668
ENGASE	8.06621	7.23781	4.9612	4.95558
ENHO	0.2173945	0.06181685	0.5349655	0.537614
ENKD1	22.5169	11.8577	16.51295	11.346
ENKUR	0.2031545	0.3816635	0.291982	0.471287
ENO1	1893.48	1875.765	1463.31	1418.41
ENO1-AS1	4.59028	6.28789	2.77135	3.29917
ENO2	21.2094	21.3116	33.50685	38.69815
ENO3	6.777775	3.38984	7.41149	4.83878
ENO4	0.13570335	0.208197	0.0766933	0.06867895
ENOPH1	48.18335	31.45225	49.0823	44.9249
ENOSF1	27.58865	18.6806	29.3231	25.69815
ENOX1	1.331585	0.611507	1.651275	1.94889
ENOX2	7.379955	9.42665	9.701315	11.25595
ENPEP	0.01547935	0.01052485	0.0073581	0.005
ENPP1	0.4712895	1.2837	0.386585	0.8427415
ENPP2	0.07542345	0.05205015	0.058722	0.03716915
ENPP3	0.06623735	0.0182643	0.0133037	0
ENPP4	3.20153	2.251095	3.54181	3.36926
ENPP5	1.964545	3.01957	1.683515	2.77654
ENPP6	0.0381487	0.08356155	0.03865705	0.0464188
ENPP7	0	0	0	0
ENSA	95.98165	129.4165	86.0863	109.3045
ENTHD1	0	0	0	0
ENTHD2	6.05605	6.837	4.81837	5.52575
ENTPD1	2.23954	2.13951	2.477325	2.948265
ENTPD2	13.59635	13.18465	5.293195	8.291145
ENTPD3	0.504024	0.4077475	0.6764	0.515167
ENTPD3-AS1	0.68231	0.656364	0.548377	0.453985
ENTPD4	8.92886	8.4194	6.3602	6.46725
ENTPD5	3.66287	5.58589	3.452655	5.34197
ENTPD6	53.8966	38.6083	57.9006	48.84185
ENTPD7	2.411255	2.309895	1.80408	1.78622
ENTPD8	0.2224185	0.13065315	0.07477185	0.0563026
ENY2	26.13635	38.47795	25.735	36.93405
EOGT	3.50405	1.996875	4.183395	2.977185
EOMES	1.160155	1.08241	2.321385	1.473865
EP300	12.84895	14.4377	12.9929	15.85125
EP400	11.0004	9.57045	10.081925	12.5649
EP400NL	2.23396	3.16509	1.71494	2.473895
EPAS1	63.8196	66.5716	79.4656	97.32525
EPB41	17.1513	9.23749	9.018835	9.11139
EPB41L1	8.26758	1.600965	7.822575	2.27324
EPB41L2	19.96765	17.30195	17.54555	19.26595
EPB41L3	0	0.01151075	0	0
EPB41L4A	1.79403	0.770272	5.272095	1.692065
EPB41L4A-AS1	9.212915	7.26297	15.0002	9.389495
EPB41L4B	5.587135	2.27467	9.44393	6.723815
EPB41L5	10.5701	14.6396	11.78445	16.7396
EPB42	0	0.0179257	0.0054715	0.00539885
EPB49	7.638835	2.25113	5.5864	2.078055
EPC1	4.92111	3.180075	5.879725	4.108185
EPC2	10.3	7.1112	14.3003	10.85005
EPCAM	249.151	208.926	303.1405	262.181
EPDR1	15.41335	9.36167	6.918585	4.92477
EPG5	3.27043	5.580045	4.52318	6.268985
EPGN	4.801785	0.733259	6.120735	3.07841
EPHA1	4.953125	5.641755	3.519325	3.85501
EPHA1-AS1	0.173828	0.208426	0.1345845	0.1521145
EPHA10	1.257135	1.47132	2.390155	3.24265
EPHA2	59.43195	103.8945	57.7449	75.392
EPHA3	0.03229215	0.1021755	0.02158145	0.02654105
EPHA4	0.095419	0.457529	0.130455	0.230835
EPHA5	0.01066865	0.02851135	0	0.005
EPHA6	0.335845	0.05052835	0.0418525	0.02594105
EPHA7	0.143475	1.326005	0.04291375	0.401542
EPHA8	0.005	0.0194183	0.00745275	0.0123538
EPHB1	0.005	0.00617735	0.0102564	0
EPHB2	1.742185	4.633195	1.233675	3.70819
EPHB3	3.19148	6.94318	3.28733	5.37535
EPHB4	29.82175	20.62365	34.52055	28.96065
EPHB6	1.66198	0.814734	0.8787905	0.7624135
EPHX1	46.975	153.748	44.88415	131.1595
EPHX2	0.70074	1.278225	0.6553815	0.989501
EPHX3	0.02364445	0.241124	0.06918655	0.14258475
EPHX4	7.37577	0.556436	5.212195	0.7517365
EPM2A	2.525745	3.16015	3.01794	4.21777
EPM2AIP1	6.755575	11.0706	6.81758	9.179215
EPN1	66.86745	77.87165	66.95025	86.6222
EPN2	6.42263	5.756815	6.132505	5.975935
EPN2-AS1	0.1551605	0.1241819	0.1965685	0.1237438
EPN2-IT1	0.1362926	0.37034	0.2513025	0.1765475
EPN3	5.57628	0.808892	5.33055	1.74098
EPO	0	0	0.0109107	0
EPOR	1.81451	5.026295	1.938125	5.346505
EPPIN	1.129825	0.9002955	1.552445	1.053045
EPPIN-WFDC6	0.04085095	0.02165035	0.0409164	0.0367206
EPPK1	1.184135	9.685005	1.485225	8.824245
EPRS	145.6795	109.411	142.528	115.111
EPS15	18.25425	19.9982	15.23865	16.5933
EPS15L1	14.71445	15.0418	14.63115	17.01635
EPS8	45.92805	39.77305	30.1316	43.49315
EPS8L1	5.330175	3.669975	4.33077	2.978565
EPS8L2	17.83105	16.70145	6.99307	7.716705
EPS8L3	0.0053111	0.0195775	0.0058025	0
EPSTI1	0.657952	0.14951555	0.436472	0.133217
EPT1	13.77155	8.83445	22.09185	16.6022
EPX	0.0271405	0.01075935	0.01	0.021366
EPYC	0	0.0103376	0	0
EQTN	0	0	0	0
ERAL1	43.18	33.3551	49.89775	44.49855
ERAP1	6.305105	3.85858	9.53743	7.77547
ERAP2	5.710275	1.38785	6.19128	1.971295
ERAS	0.05951485	0.412824	0.0780637	0.1209881
ERBB2	13.83155	11.44785	16.6812	16.3354
ERBB2IP	15.46415	14.03275	15.06515	13.812
ERBB3	9.262335	8.40279	10.7547	10.573395
ERBB4	0.0180415	0.02099995	0.0143724	0.02278355
ERC1	9.238125	10.7604	12.9141	16.08305
ERC2	0.0286509	0.02747125	0.04038225	0.07687365
ERC2-IT1	0.172594	0.1306944	0.0883004	0.1059651
ERCC1	18.8158	20.0481	28.54975	25.0041
ERCC2	13.6026	15.68975	10.78525	10.92305
ERCC3	38.02995	34.2083	38.8711	42.4786
ERCC4	3.98032	2.70587	4.66743	3.740495
ERCC5	6.286125	8.71165	4.66592	5.48934
ERCC6	4.857995	8.82531	4.680365	7.552965
ERCC6L	12.9186	11.3377	11.5028	15.464
ERCC6L2	2.58624	4.33407	2.29532	3.67309
ERCC8	7.019255	2.564255	6.98356	3.77237
EREG	24.12385	11.1877	13.0772	4.14335
ERF	22.40125	11.06075	20.79585	12.7559
ERG	0.005	0	0.0089641	0.005
ERGIC1	43.02405	27.49395	40.96995	32.17265
ERGIC2	30.02715	17.878	36.88125	26.6996
ERGIC3	139.4325	143.1935	130.6655	123.914
ERH	195.988	148.4265	202.919	169.491
ERI1	11.6246	8.977105	13.35735	13.8409
ERI2	9.76149	5.336775	11.34765	8.1253
ERI3	51.7065	48.0857	29.7216	28.58
ERICH1	8.616435	6.729965	10.131205	7.57619
ERICH1-AS1	0	0	0.0174857	0
ERLEC1	29.52935	32.47605	30.276	34.0751
ERLIN1	25.60255	18.21385	24.1729	22.16375
ERLIN2	12.2657	10.902	11.67015	10.76935
ERMAP	2.590095	4.64065	2.187445	3.23405
ERMN	0.005	0	0	0.005
ERMP1	39.21295	32.1546	42.17955	37.59555
ERN1	1.40896	3.24987	1.43971	2.97885
ERN2	0.354789	0.359598	0.257627	0.2350425
ERO1L	59.8128	52.69765	49.68985	43.7027
ERO1LB	0.9097725	2.778015	1.64698	3.324505
ERP27	11.7698	2.24101	10.44514	2.60871
ERP29	83.9554	91.85285	111.983	115.1755
ERP44	24.1766	29.2048	21.1373	26.9572
ERRFI1	65.8052	42.0424	36.81795	21.5881
ERV3-1	8.097495	18.19045	4.427875	7.34137
ERVFRD-1	0.0220033	0.0820322	0.005	0.02989585
ERVK13-1	1.039765	3.679295	1.03866	1.560335
ERVMER34-1	0.180691	0.02529285	0.0359045	0.0186148
ERVV-1	0.1684785	0.2612045	0.1318085	0.1591
ERVV-2	0	0.01767695	0	0
ESAM	0.11775745	0.1461175	0.07217725	0.1846035
ESCO1	11.57875	13.3565	14.03105	15.131
ESCO2	10.92305	8.241725	12.04185	14.7408
ESD	70.5078	43.5914	69.4871	45.12375
ESF1	63.90085	47.2469	72.9994	61.13515
ESM1	0.1053062	0.0228733	0.897702	0.501663
ESPL1	20.5922	13.5532	17.03635	19.07225
ESPN	7.34387	15.38925	4.682015	9.19691
ESPNL	0.005	0.01824225	0.139827	0.06923245
ESPNP	0.0178098	0.03747685	0.01327245	0.02821415
ESR1	0.389263	0.1103485	0.433476	0.2004955
ESR2	0.3238065	0.2943545	0.224653	0.272505
ESRG	61.7631	234.809	47.5883	219.37
ESRP1	54.85825	33.391	39.5905	29.058
ESRP2	45.73395	45.9907	37.5221	34.539
ESRRA	54.11485	45.0288	62.50505	50.62245
ESRRB	0	0.01482725	0	0.005
ESRRG	0.0565193	0.05041025	0.0589252	0.02811515
ESX1	0.0900067	0.05227465	0.03766415	0.0210297
ESYT1	39.53635	49.71765	44.3588	59.95315
ESYT2	30.21875	32.6584	39.63995	45.7462
ESYT3	0.01233865	0.0158665	0.0227969	0.0085778
ETAA1	15.41	11.39435	12.09055	9.92422
ETF1	90.0889	88.1798	146.3675	152.0855
ETFA	170.09	161.3925	226.263	223.751
ETFB	79.09725	76.55915	68.4027	68.52
ETFDH	7.552045	20.90405	9.93691	21.3584
ETHE1	18.56845	29.54165	25.49895	37.3725
ETNK1	17.72505	22.3129	18.5567	18.614
ETNK2	3.19582	1.50345	1.008495	0.5964075
ETS1	10.65595	11.2903	18.2069	18.3885
ETS2	11.51135	12.34975	18.3335	17.35335
ETV1	2.480005	2.721755	1.05719	1.6917
ETV2	0.1984225	0.0519897	0.149835	0.1538395
ETV3	4.65323	6.726235	4.95247	5.66842
ETV3L	0	0.0074614	0	0
ETV4	51.69115	27.504	66.39405	39.6674
ETV5	16.7784	31.09345	15.25985	24.82435
ETV6	3.211525	2.694715	4.846845	3.957885
ETV7	0.10513725	0.08590895	0.09784225	0.1176888
EVA1A	7.352725	6.330065	8.18521	6.269235
EVA1B	11.7027	24.36775	2.94804	6.819915
EVA1C	8.59672	4.223035	12.1375	8.78644
EVC	0.02537095	0.03918875	0.03269985	0.03047845
EVC2	0	0.01	0	0.005
EVI2A	0.3168815	0.096279	0.1898545	0.05753105
EVI2B	3.369875	0.8070395	2.267775	0.9026335
EVI5	2.6274	4.40282	2.241535	3.849785
EVI5L	2.188775	4.64056	2.56449	5.871185
EVL	0.3665275	0.09129115	0.247783	0.1458905
EVPL	8.137665	5.340975	5.03153	3.457285
EVPLL	0.468976	0.1058935	0.859315	0.1884765
EVX1	0	0.01634315	0	0
EVX2	0	0.028489	0	0
EWSR1	130.066	116.999	97.5649	87.4757
EXD1	0.07360255	0.1291795	0.11058025	0.10468085
EXD2	10.20448	7.049805	10.3031	9.622595
EXD3	0.510301	0.552089	0.408728	0.4166795
EXO1	21.6271	10.66265	23.43365	22.9772
EXO5	6.811345	11.98105	4.06106	6.72788
EXOC1	6.65859	8.513305	6.77698	8.44867
EXOC2	10.15406	10.50625	5.659505	6.46868
EXOC3	14.6578	17.51595	21.85005	23.62835
EXOC3L1	1.509455	0.9269815	1.96492	0.6870015
EXOC3L2	0.449106	0.657098	0.3088005	0.58288
EXOC3L4	0.07351715	0.06806335	0.02001515	0.01641045
EXOC4	7.112235	6.84794	10.24697	9.549775
EXOC5	16.6531	15.1721	16.4191	17.83475
EXOC6	4.19032	5.845695	4.901065	8.104485
EXOC6B	10.23155	16.0399	9.036975	15.5248
EXOC7	18.37585	18.32135	13.24705	12.41535
EXOC8	13.545	23.53865	12.5109	15.78075
EXOG	4.2819	2.689285	4.22394	3.370265
EXOSC1	27.02905	17.6124	23.8202	17.8363
EXOSC10	47.74485	24.2078	40.7719	26.541
EXOSC2	42.6759	37.12625	50.2496	48.4354
EXOSC3	15.3657	11.805	24.5605	22.2385
EXOSC4	37.503	33.79485	34.94915	32.58395
EXOSC5	44.1238	26.3938	65.3985	43.5519
EXOSC6	19.32795	19.1661	15.3219	20.41135
EXOSC7	62.51175	35.12855	71.29115	48.1624
EXOSC8	30.63785	14.7681	32.06495	16.96995
EXOSC9	40.185	16.09935	43.48815	32.04825
EXPH5	2.044795	1.29884	2.87644	1.251645
EXT1	16.4874	28.78975	15.59095	21.3097
EXT2	52.4947	53.2657	61.7887	67.1074
EXTL1	0.03201835	0.05361095	0.0190759	0.02182155
EXTL2	10.7665	10.15535	6.492075	6.423355
EXTL3	10.7132	10.7734	10.4007	12.5871
EYA1	0.2992625	0.3215045	0.02435735	0.0116576
EYA2	0	0.01137835	0	0
EYA3	9.085095	12.59325	6.576365	7.56668
EYA4	1.417075	0.6786	0.2572695	0.185731
EYS	0.3440275	0.1003581	0.1569205	0.06447985
EZH1	4.832735	5.895745	6.532495	7.364805
EZH2	24.88295	18.88955	26.64485	29.4144
EZR	127.9245	147.0025	183.09	179.3725
F10	0.07984875	0.13987575	0.0721642	0.139083
F11	0.005	0.00860955	0.005	0.005
F11R	26.83555	52.7375	24.07925	40.3543
F12	7.556245	1.231335	7.126205	3.03793
F13A1	0.005	0.0367961	0.03621675	0.04120015
F13B	0.00773175	0.04057625	0.0116709	0.01204975
F2	0	0.0152868	0.01951155	0.02300965
F2R	0.4498315	0.4915985	0.4788795	0.700957
F2RL1	10.3452	14.72155	19.871	23.51405
F2RL2	0.06223595	0.1587105	0.1060306	0.05861185
F2RL3	0.406965	0.476027	0.3771895	0.3598675
F3	76.457	81.5134	49.7467	50.66925
F5	0.2673255	0.423068	0.1937795	0.215444
F7	0	0.005	0	0
F8	5.2302	2.587795	2.162755	1.471615
F8A1	1.22605	1.340995	0.6720075	1.3345
F8A2	0	0	0	0
F9	0.0059916	0	0	0
FA2H	0.3685215	1.265385	0.8052715	1.76468
FAAH	6.395655	7.864115	3.53823	5.58664
FAAH2	2.650255	1.77261	3.037205	1.92907
FABP1	0	0.076696	0	0
FABP12	0	0	0.1675435	0.066861
FABP2	0.06960045	0.1187005	0.03526395	0.07282755
FABP3	1.13068	0.9371595	0.79197	0.469915
FABP4	0	0.04349195	0.21126235	0.2809605
FABP5	166.5845	113.722	135.641	97.1426
FABP5P3	0	0.0414765	0.0377139	0.02257555
FABP6	0.2105345	0.0705625	0.032777	0
FABP7	0	0	0	0
FABP9	0	0	0	0
FADD	46.3291	45.48965	46.7874	42.11885
FADS1	57.1162	33.533	50.35325	26.8997
FADS2	74.89265	58.44045	40.0598	30.38565
FADS3	10.46736	13.74955	6.271045	6.35506
FADS6	0.3086705	0.5845215	0.332118	0.381406
FAF1	38.35105	26.04155	34.8051	29.398
FAF2	29.0458	31.3244	32.3432	36.94005
FAH	21.24165	16.13885	20.47865	15.65995
FAHD1	19.28075	25.4807	27.37195	32.57075
FAHD2A	4.00757	3.703895	5.6454	7.07854
FAHD2B	0.16552345	0.4578655	0.794073	1.403085
FAHD2CP	0.9306725	3.266965	2.10676	2.557115
FAIM	20.76005	4.306195	21.28135	8.53771
FAIM2	0	0.012167	0	0.005
FAIM3	1.634935	1.20595	1.501335	0.908969
FAM101A	0.3095825	0.0321821	0.7092765	0.14058305
FAM101B	1.16469	0.640707	0.1268545	0.1407225
FAM102A	5.306225	10.9716	6.93264	11.34865
FAM102B	6.40308	8.69712	3.67356	7.17898
FAM103A1	20.8092	27.22755	29.56855	36.28295
FAM104A	13.94935	15.27455	10.2972	9.922895
FAM104B	11.9278	10.286615	10.070385	9.39819
FAM105A	0.7512675	0.258973	0.566512	0.4274585
FAM105B	3.038895	2.64797	5.53812	6.02754
FAM106A	0.480244	0.723669	0.4709615	0.6199755
FAM106CP	0.02383365	0.04290275	0.00790295	0.00946145
FAM107A	0.02156935	0.0342938	0.01666285	0.020816
FAM107B	12.25095	25.63355	24.40445	39.31075
FAM108A1	23.31545	44.48465	21.0423	37.93825
FAM108B1	13.49785	19.46525	14.9357	18.93325
FAM108C1	13.7513	7.18193	22.86625	16.74795
FAM109A	2.08554	2.32235	2.098455	2.934215
FAM109B	3.115225	0.394931	2.014235	0.3882445
FAM110A	6.09511	3.35484	6.129115	3.44067
FAM110B	0.1330295	0.123535	0.254083	0.2953875
FAM110C	5.2425	7.87922	6.09142	8.27142
FAM110D	0.07607575	0	0.00930865	0
FAM111A	24.3062	22.9599	24.7968	26.743
