SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
EZH1	5.895745	7.364805	0.320973200114569	0.131947785883206
EZH2	18.88955	29.4144	0.638934274958474	0.0019218470347719
EZR	147.0025	179.3725	0.287118033917295	0.126368972224944
F11R	52.7375	40.3543	-0.38610677268014	0.00605303748968003
F12	1.231335	3.03793	1.30286530928341	0.00980042697665558
F2RL1	14.72155	23.51405	0.675593468890039	0.0230982726816832
F3	81.5134	50.66925	-0.685926769268743	0.00504765054294873
F8	2.587795	1.471615	-0.814323047689497	0.0964713929084988
F8A1	1.340995	1.3345	-0.00700455257633854	0.968126044439546
FA2H	1.265385	1.76468	0.47983019545989	0.0275123966101892
FAAH	7.864115	5.58664	-0.493303562106671	0.0630486297151116
FAAH2	1.77261	1.92907	0.122030338047671	0.262685630826636
FABP3	0.9371595	0.469915	-0.99589478821666	0.117209768351793
FABP5	113.722	97.1426	-0.227335371261653	0.0737350752917828
FADD	45.48965	42.11885	-0.111072288489099	0.206019707055722
FADS1	33.533	26.8997	-0.317991475176982	0.0301045018538001
FADS2	58.44045	30.38565	-0.94357713326779	0.0326348736841984
FADS3	13.74955	6.35506	-1.11340675107309	0.00626173178919325
FAF1	26.04155	29.398	0.174902688550849	0.0523430508374824
FAF2	31.3244	36.94005	0.237898943215631	0.100020284916307
FAH	16.13885	15.65995	-0.0434581743814784	0.254704078095477
FAHD1	25.4807	32.57075	0.354172029231062	0.0135668022225519
FAHD2A	3.703895	7.07854	0.934408623833723	0.055132278681454
FAHD2B	0.4578655	1.403085	1.61560664354362	0.0816261195274306
FAHD2CP	3.266965	2.557115	-0.353433955099987	0.0833911876888531
FAIM	4.306195	8.53771	0.987435508056624	0.00462576381335715
FAIM3	1.20595	0.908969	-0.407867094898753	0.207776372559256
FAM101B	0.640707	0.1407225	-2.18681173436134	0.00200087796282372
FAM102A	10.9716	11.34865	0.0487467583989116	0.381776890869043
FAM102B	8.69712	7.17898	-0.276758861706202	0.276673780477742
FAM103A1	27.22755	36.28295	0.414224588466638	0.0151485972840022
FAM104A	15.27455	9.922895	-0.622296885020452	0.00970301411531885
FAM104B	10.286615	9.39819	-0.130313475349514	0.242181674099083
FAM105B	2.64797	6.02754	1.18668254256154	0.000764029117942432
FAM107B	25.63355	39.31075	0.616890596997801	0.0290357350977853
FAM108A1	44.48465	37.93825	-0.229654469249619	0.138478670255577
FAM108B1	19.46525	18.93325	-0.0399787948095955	0.711598044963073
FAM108C1	7.18193	16.74795	1.22154101942628	0.0545263959115204
FAM109A	2.32235	2.934215	0.337389169790971	0.179773722785369
FAM109B	0.394931	0.3882445	-0.0246351291304272	0.942242508307922
FAM110A	3.35484	3.44067	0.036445564952752	0.858610282923529
FAM110C	7.87922	8.27142	0.0700822082483674	0.224144364040226
FAM111A	22.9599	26.743	0.220044955949839	0.134535678787977
FAM111B	7.040735	16.36505	1.2168200618499	0.0194534897295683
FAM114A1	2.01701	0.8199035	-1.29869221233309	0.0119251188045657
FAM114A2	5.76031	6.833395	0.246456068657374	0.010454935522239
FAM115A	14.35385	17.78455	0.309186721039103	0.0258844221771831
FAM115C	1.24908	0.6264115	-0.995683276636371	0.045277710337621
FAM117A	2.844725	3.068565	0.109274950021437	0.611404575677511
FAM117B	2.45487	2.11614	-0.214211550553162	0.286784700365662
FAM118A	6.6414	6.7198	0.0169309028140682	0.888587743629901
FAM118B	18.3238	23.7288	0.372920421810859	0.0293256902068681
FAM120A	61.8298	78.7146	0.348328912981418	0.0157242879057101
FAM120AOS	32.02995	30.99995	-0.0471556574410299	0.432612775899922
FAM120B	24.71815	21.73185	-0.185759776294181	0.0914549466240581
FAM120C	7.395895	4.859205	-0.606004444736863	0.103886523633342
FAM122A	13.6618	13.54995	-0.0118600493603507	0.748070482569284
FAM122B	14.8429	16.82445	0.180786350465429	0.160716419341908
FAM122C	1.656315	0.808763	-1.03418817024388	0.0249719232978232
FAM126A	12.47985	14.84805	0.250672879771981	0.000193047302891298
FAM126B	2.416915	1.70545	-0.503014277180272	0.0635441149780077
FAM127A	90.85115	48.1148	-0.917024044423859	0.0251756316284839
FAM127B	63.8836	49.2929	-0.374065754355631	0.00769620197120322
FAM129A	2.65059	8.9907	1.7621199180708	0.0226461534613948
FAM129B	128.9675	175.362	0.443328607238064	0.00588103871387213
FAM131A	9.99585	6.129875	-0.705471597301466	0.00187205584473925
FAM131C	0.7302995	0.4678455	-0.642456065979723	0.104788815020046
FAM132A	1.301545	0.2969495	-2.13193568421883	0.0291402293686317
FAM133B	7.54932	11.3818	0.592310128292002	0.149359363003325
FAM133DP	12.73905	17.0971	0.424493942499653	0.0168743168839591
FAM134A	21.39045	21.2989	-0.00618791026226739	0.921094051565774
FAM134B	0.305429	1.16611	1.9327949300636	0.000122030137154396
FAM134C	17.6874	22.89625	0.372389338446916	0.0964332671159663
FAM135A	3.58828	4.418715	0.300334411827587	0.219796955822722
FAM136A	30.09245	40.9825	0.445606424226036	0.0446404078979999
FAM13A	3.741295	2.83502	-0.400178813575048	0.113233431522504
FAM13B	8.386605	8.300695	-0.0148547729082093	0.662514798288693
FAM149B1	5.815705	4.35539	-0.417152181203002	0.0163789813292283
FAM151A	4.224795	1.98146	-1.09231749538807	0.0554638069717932
FAM153C	1.17718	0.9990935	-0.23664333273839	0.247814701727521
FAM155B	0.3518615	5.510545	3.96911543929659	0.0217621438650438
FAM160A1	8.20538	6.542185	-0.326797591501581	0.136069623248268
FAM160A2	15.78445	14.9464	-0.0787059538924759	0.385992924499204
FAM160B1	2.847105	1.79626	-0.664499511664508	0.0634836355650114
FAM160B2	11.89065	8.5591	-0.474296573336446	0.00584448019715278
FAM161A	2.821115	4.30966	0.611308578757942	0.0179903552244827
FAM161B	2.1028	1.625795	-0.371166283672605	0.267731129256743
FAM162A	86.30215	73.2889	-0.235801790010357	0.0719964032653198
FAM166A	92.0767	76.09375	-0.275058166577328	0.112279805544634
FAM167B	1.18366	0.3785115	-1.64484569585167	0.0479243624107949
FAM168A	7.372735	6.378475	-0.208988364812317	0.0472536392374276
FAM168B	46.39235	55.27315	0.25269190602995	0.0856407120089843
FAM169A	2.179915	3.365655	0.626615417242117	0.0181198091019524
FAM171A1	0.6750585	0.83125	0.300269905185319	0.122414960973362
FAM171B	3.303425	2.9797	-0.148795504938053	0.00923168319770232
FAM172A	4.90824	4.716625	-0.0574508921995277	0.121759653917449
FAM173A	37.84345	32.5086	-0.219222191094506	0.0651777885744271
FAM173B	3.708075	8.98226	1.27640805849929	0.0131663848271559
FAM174A	4.442555	3.729335	-0.252471239464886	0.25892527597988
FAM174B	0.6568795	3.119145	2.24744997347018	0.00255017051466708
FAM175A	6.544605	8.263445	0.336437240479661	0.0439716429741427
FAM175B	8.564655	9.27052	0.114255131378809	0.268755409356
FAM177A1	16.92555	17.9408	0.0840415077499665	0.263659499094954
FAM178A	7.047275	8.28284	0.233060008041648	0.12555379980489
FAM178B	0.5718235	1.079183	0.916297711140357	0.0524859416500824
FAM179B	6.784005	6.05314	-0.164453514413115	0.358838341069267
FAM184A	0.5617705	1.68019	1.58057161374311	0.0412146071835113
FAM185A	3.30049	3.65354	0.146614775543931	0.121878704860906
FAM188A	7.968825	9.07113	0.186915264853377	0.177837949277445
FAM188B	1.14511	2.8718	1.32646908824559	0.00705556966062685
FAM189B	11.08615	8.66539	-0.355421846303907	0.0613793088981831
FAM192A	19.74135	38.2544	0.954405044362232	0.00582786732958473
FAM193A	7.635045	6.336165	-0.269026754999566	0.0628861212294746
FAM193B	11.0865	9.758125	-0.184128110416845	0.12999061525779
FAM195A	26.9758	44.55185	0.723819595183016	0.0517479652737367
FAM195B	83.27475	45.1847	-0.88204477369361	0.0432696298638697
FAM196B	0.1125245	0.187525	0.736843787968658	0.23052198533213
FAM199X	9.743215	12.8124	0.395070937811588	0.120533323344203
FAM200A	5.65181	5.87153	0.0550235223747981	0.674014790775631
FAM200B	3.23038	3.07596	-0.0706671412502477	0.126716847751056
FAM201A	2.928385	4.44823	0.603126146139177	0.00321602342217372
FAM204A	5.811865	7.413465	0.351146813462576	0.0368548955881553
FAM206A	28.53765	26.95005	-0.0825785879945336	0.272381349262437
FAM207A	44.28595	51.51085	0.218027279544102	0.172295858051286
FAM208A	6.485025	9.34644	0.527304820064281	0.0593057419163984
FAM208B	22.6848	34.7413	0.614925799641081	0.0577110112575089
FAM20B	8.56915	9.023395	0.0745182351217795	0.228941792378286
FAM20C	25.6259	16.90765	-0.599926520983676	0.0510149937673225
FAM210A	10.202415	15.34605	0.58895666952961	0.0452374277768371
FAM210B	14.78425	21.7303	0.555647034055349	0.00279796588817942
FAM211A	1.10615	1.000973	-0.144143976393028	0.419789145849542
FAM211B	0.4811105	0.2472575	-0.960354003316832	0.0868093597613032
FAM212A	0.727349	1.17254	0.688917463570664	0.162774648339388
FAM212B	1.21514	1.164625	-0.0612570474125902	0.70024332604196
FAM213A	16.53295	23.798	0.525496163641031	0.0284980417994889
FAM213B	5.42572	4.388875	-0.305963416505495	0.0283922673164155
FAM214A	4.85487	3.355645	-0.532842566349165	0.0310048164549724
FAM214B	2.016045	1.18414	-0.767688181669923	0.111284646617861
FAM215A	1.269365	0.8916995	-0.509477455728379	0.306938416345899
FAM216A	12.6228	16.3286	0.371369135146969	0.0286834853509804
FAM217B	6.81712	6.56664	-0.0540070134784203	0.625910128138422
FAM218A	3.48861	1.671625	-1.06140108406995	0.0627836156373992
FAM219A	12.95485	8.496835	-0.608494856533484	0.0666943630180924
FAM219B	14.9999	14.5812	-0.0408434276108888	0.624332313885511
FAM21C	1.249045	1.85941	0.574019465051005	0.0454170172319243
FAM220A	15.7082	14.51845	-0.113630433509824	0.262173284129964
FAM222A	8.43781	9.44511	0.162698996919861	0.0392728074572968
FAM222A-AS1	0.730788	0.542401	-0.430093105889367	0.393868049938999
FAM222B	5.567245	5.915825	0.0876158018710982	0.217396737815222
FAM226A	0.831762	0.4495985	-0.887533553024974	0.0170347883090276
FAM227B	1.14777	0.981456	-0.225838075082067	0.290797111248961
FAM228B	0.51462	1.38279	1.42600264389543	0.0236227651609666
FAM229A	9.499735	2.78504	-1.77018922093311	0.0122620483574155
FAM229B	2.71363	2.23267	-0.281453995290722	0.191557088444357
FAM24B	7.729055	7.55759	-0.0323657781269022	0.292484345397182
FAM32A	57.13815	66.75405	0.224401042519925	0.142547338560884
FAM35A	4.393465	7.3678	0.745874698863425	0.00855651307521189
FAM3A	47.02995	30.9826	-0.602121581000839	0.00320763712093742
FAM3C	41.3492	52.01565	0.331086336396262	0.0164444162636487
FAM41C	0.8358445	0.7141815	-0.226943806011614	0.0911448484566574
FAM43A	1.31282	1.379135	0.0710945627966718	0.500037979451191
FAM45A	5.102835	4.207445	-0.278354580307222	0.385145825721068
FAM45B	0.9284855	1.0653695	0.19840259918773	0.620710704561336
FAM46A	8.081575	9.478885	0.230080881100909	0.0601808495018073
FAM46B	10.178545	4.721055	-1.10835015069643	0.0665117225642128
FAM46C	2.917125	1.26643	-1.2037798711625	0.0194704135006735
FAM47E	0.23242	0.205188	-0.179787859253211	0.826807880769225
FAM47E-STBD1	0.274609	0.1657625	-0.728261242194847	0.516355491475873
FAM49B	25.4263	23.863	-0.0915461116669976	0.0410510087125779
FAM50A	98.9199	107.486	0.119816075319964	0.228238906517246
FAM50B	5.360665	5.935065	0.146851849484572	0.21535211734917
FAM53A	0.975206	1.28467	0.397618906932246	0.357964057881346
FAM53B	2.153095	2.86667	0.412963860379398	0.0815253874579623
FAM53C	28.96775	41.3797	0.514475554687272	0.0484296357267211
FAM57A	14.51925	21.5551	0.570062323551441	0.0399692074416891
FAM58A	80.90695	59.6764	-0.439103130012639	0.055225333197289
FAM60A	21.02505	33.48515	0.671412199377767	0.0067022004466873
FAM63A	2.24363	1.203285	-0.898856391166121	0.0950796241378388
FAM63B	1.016353	0.9646135	-0.0753786601598999	0.773864211577685
FAM64A	31.26535	28.3167	-0.142911522616283	0.177504650880041
FAM65A	12.38395	10.89575	-0.184706045148834	0.134968517633893
FAM69A	8.30831	4.86792	-0.771249588265237	0.0124191692110925
FAM69B	2.664165	2.456415	-0.117129117772224	0.0812330284811407
FAM71E1	15.31285	14.01845	-0.127415978189033	0.219514769799769
FAM71F1	3.58203	3.827425	0.0955966876406177	0.462765092384828
FAM72A	2.43441	2.37317	-0.036756714781898	0.864105266745545
FAM72B	3.073955	2.70575	-0.184067498920079	0.207136326941675
FAM72D	1.83216	2.01045	0.133972959181005	0.159017115063562
FAM73A	3.487775	3.910385	0.165003682832959	0.213781805472582
FAM73B	14.67455	14.4073	-0.0265162707008999	0.641312491257428
FAM76A	4.46468	2.66603	-0.74386376109066	0.0205318299739315
FAM76B	5.011755	6.07099	0.276615906681602	0.0870046716029136
FAM81A	0.152651	0.7949885	2.38069695055948	0.068495473222731
FAM83A	3.83535	16.0957	2.06924517689246	0.0130357241101131
FAM83B	6.60684	7.318435	0.147574763564169	0.1958240449434
FAM83D	67.66075	71.65	0.0826475354063075	0.101394639865634
FAM83F	11.8152	10.7049	-0.142372731692375	0.128776373250995
FAM83G	8.16549	12.4385	0.607201148901061	0.0287690292224571
FAM83H	16.69125	18.4424	0.143934411457343	0.247395511065246
FAM84A	1.394025	0.06269325	-4.47480250343898	0.0571126581398118
FAM84B	21.25115	16.7979	-0.339260029546897	0.0325725729363191
FAM86A	9.69116	13.1235	0.437411266979654	0.0290399390322177
FAM86B1	0.643783	0.55685	-0.209285723190437	0.451056471823157
FAM86B3P	3.43453	2.084105	-0.72068472186089	0.0595402070237583
FAM86C1	6.48094	5.13087	-0.336999605100257	0.0713545097821253
FAM86C2P	3.911305	3.522	-0.151255131333025	0.436415246686012
FAM86DP	4.49811	3.604725	-0.319429739995259	0.134755596767467
FAM86EP	1.43343	1.52715	0.0913703198940271	0.589960713516487
FAM86FP	2.593595	1.54205	-0.750103670216319	0.0386018548494061
FAM86HP	1.60706	0.7580985	-1.08396657785752	0.0585091445789103
FAM86JP	1.62925	1.266005	-0.363924892351595	0.00639425670288781
FAM89A	13.24525	15.93875	0.267063415699079	0.0893595686240993
FAM89B	48.398	35.8705	-0.432149575564523	0.116440304812708
FAM8A1	12.26245	7.789055	-0.654727043528473	0.0156078359694542
FAM91A1	42.4351	48.24085	0.184997250408076	0.227114770335577
FAM92A1	10.67244	18.1233	0.763955622097461	0.0357800851850241
FAM96A	46.5925	73.876	0.665008011240288	0.00455894979661325
FAM96B	238.6785	172.986	-0.464413332015986	0.0620038246460307
FAM98A	21.17755	30.98385	0.548980726384612	0.0318690413950209
FAM98B	57.40085	75.08205	0.387395940583977	0.0421637778775308
FAM98C	2.984605	3.820645	0.35627620464832	0.12071048620146
FAM9B	0.345253	0.1924245	-0.843361451939996	0.324077707400114
FAN1	16.32945	19.6877	0.269818379757494	0.0953765956005583
FANCA	9.445485	13.59555	0.525437733824739	0.0276586639823381
FANCB	5.001365	6.253325	0.322301602568198	0.140688611606604
FANCC	2.73744	4.56614	0.738147750295187	0.0266467178228417
FANCD2	6.435585	10.92035	0.762875894050369	0.00107407112959139
FANCD2OS	0.901077	1.366095	0.600335514515541	0.0234812478834526
FANCE	4.67944	4.927195	0.0744306799648027	0.473691921685669
FANCF	3.93304	5.60626	0.511393794474031	0.00465804863630506
FANCG	6.4707	11.7349	0.858811851408903	0.0400187242800768
FANCI	20.626	42.1053	1.02953777728814	0.0100360944231884
FANCL	22.6548	25.6449	0.178855191088025	0.114498575146785
FANCM	3.89606	5.55644	0.512144951757284	0.0924244682386912
FANK1	1.778475	0.653159	-1.44513455638178	0.0418976831447364
FAP	2.348955	1.37035	-0.77747465741008	0.0159063940381793
FAR1	23.7179	32.4757	0.453384344413276	0.0389175836743998
FAR2	0.2581135	0.1839445	-0.488735060159164	0.100868018542244
FARP1	3.57568	3.171435	-0.173081856733202	0.0291087623945843
FARP2	3.103985	3.57253	0.202824540552474	0.22022132400026
FARS2	9.71935	7.255125	-0.42185936309726	0.084122300138919
FARSA	80.68685	123.205	0.610655332314635	0.0292486309858015
FARSB	51.5635	56.7037	0.13709268270206	0.0216484224969576
FAS	2.6593	3.155865	0.246988952617923	0.13137658978723
FASN	228.7755	137.0315	-0.739424989844504	0.015841076070286
FASTK	40.07135	46.38625	0.211126104371719	0.00537463903973273
FASTKD1	15.4588	17.3735	0.168460089834716	0.0682335345811675
FASTKD2	9.68596	8.97896	-0.109346692501744	0.294260845533369
FASTKD3	3.71282	9.52321	1.35893257241822	0.000843804753080441
FASTKD5	18.16765	23.0473	0.343225930391053	0.00657523411577224
FAT1	16.6348	20.69325	0.314955726150063	0.127722238785908
FAU	927.362	941.7785	0.0222551761094627	0.779675186428849
FAXC	0.9014115	1.697815	0.913421505385039	0.0262203908612113
FBF1	5.046675	3.51896	-0.520184066671455	0.0315622651600472
FBL	102.9403	156.4015	0.603446457043623	0.0169201606872198
FBLIM1	3.17116	1.76948	-0.841685214631246	0.0645660821359259
FBP1	3.918805	7.69827	0.974120485288427	0.0623934793817775
FBRS	50.39345	30.39685	-0.729314402294111	0.0290656228951001
FBRSL1	5.252525	5.28743	0.00955553500883911	0.803143834491491
FBXL12	10.97335	10.1501	-0.11251008516565	0.461443351124469
FBXL14	9.31956	15.2386	0.709396617384891	0.0170067171641155
FBXL15	8.807705	7.04888	-0.321372103748981	0.19508624039167
FBXL16	10.57175	10.87985	0.0414444526093563	0.304371450431285
FBXL17	2.251345	4.86318	1.11111283595947	0.007880699653442
FBXL18	7.09829	5.941215	-0.256713519216424	0.0467373892050212
FBXL19	8.52721	6.620395	-0.36515648965482	0.0343362961356886
FBXL19-AS1	1.431755	2.479705	0.792383857825796	0.0310935504281236
FBXL2	3.19187	1.76011	-0.858736299501786	0.0311700723223017
FBXL20	2.74861	3.20671	0.222391671505278	0.109884424142506
FBXL3	10.68745	9.12346	-0.22826470657942	0.235873671882288
FBXL4	10.484	12.37725	0.239501550759223	0.00264808158959862
FBXL5	9.991765	10.004935	0.00190034320020109	0.927449550167114
FBXL6	23.2313	14.56835	-0.673232400022062	0.0237125411308381
FBXL8	9.11828	3.221735	-1.50092387975557	0.00844368028006356
FBXO10	0.798531	1.239855	0.634751087392551	0.230191418738426
FBXO11	30.4494	22.16805	-0.457931930431131	0.00181939612915354
FBXO15	1.83261	1.1131565	-0.719243359670767	0.0781199876670892
FBXO16	3.19305	2.199245	-0.53792681219264	0.0877172832259252
FBXO17	6.59071	11.6306	0.81941972806582	0.00105112774155582
FBXO18	30.0734	46.9763	0.643445103157014	0.000380506254455655
FBXO2	127.155	73.00215	-0.800577334110653	0.018221290657622
FBXO21	22.5636	30.53155	0.436303566265878	0.0373230420242095
FBXO22	21.04805	34.84065	0.727084958870889	0.0699709896345682
FBXO22-AS1	75.66005	125.7215	0.73262775543279	0.0181714473330769
FBXO25	8.97368	13.82515	0.62352348971711	0.0799410085374972
FBXO27	7.61734	9.730515	0.35322887167209	0.0201848952806649
FBXO28	23.73235	23.1658	-0.0348584598681605	0.660402324669085
FBXO3	27.77095	28.74335	0.0496516855200923	0.363259773929978
FBXO30	11.94295	12.25445	0.0371464977848688	0.611797694217161
FBXO31	24.95025	19.61465	-0.3471226788773	0.0134244864007093
FBXO32	0.874114	1.600865	0.872958301181792	0.0575704171665346
FBXO33	9.523905	13.3702	0.489395911293612	0.0227865408557508
FBXO34	16.6628	20.41545	0.293030517900071	0.0760116094988344
FBXO36	1.002524	0.7074905	-0.502854093551695	0.0919285787712034
FBXO38	15.3955	15.974	0.0532168962139303	0.350134526195772
FBXO4	0.5756385	1.707615	1.56874774953587	0.0288958015898715
FBXO41	9.72319	10.17535	0.0655768011698581	0.173512527550442
FBXO42	17.483	11.4083	-0.615868940286656	0.0337347413275886
FBXO43	1.57373	0.9739575	-0.692257318565107	0.0316303535287972
FBXO44	19.68515	10.87505	-0.856085671786502	0.0321009472321126
FBXO45	10.8407	20.27975	0.903581950881673	0.00215133488548718
FBXO46	3.849995	5.126805	0.413203453141593	0.0745302659104716
FBXO48	2.210295	2.3661	0.0982721148061967	0.173018074826493
FBXO5	18.31265	32.23825	0.815932854897101	0.00314205191465986
FBXO6	2.07144	1.232565	-0.748970302810995	0.0798713125209497
FBXO7	29.4257	38.2342	0.377786952360805	0.00615254691416592
FBXO8	11.6041	10.26088	-0.177480167769821	0.0893278309581426
FBXO9	14.62985	9.586245	-0.6098772604349	0.00338363398776163
FBXW11	12.44785	13.1219	0.0760800510313485	0.332093951539914
FBXW2	14.0178	19.59685	0.483361828231555	0.0207308020287531
FBXW4	5.413835	5.604535	0.0499437611906118	0.748521913899809
FBXW5	98.1907	80.92665	-0.278971512487964	0.0223952595908745
FBXW7	26.2332	15.7668	-0.734503919189699	0.0217302709888364
FBXW8	4.23366	5.589355	0.400776395708945	0.0300558420907919
FBXW9	11.09135	13.65155	0.299629788419547	0.213189543119572
FCAR	1.009426	0.956045	-0.0783847210244885	0.864322226500936
FCF1	29.16755	26.38475	-0.144659894797431	0.112072332697494
FCHO2	3.867715	3.788535	-0.0298414148335386	0.49656600702055
FCHSD1	4.55406	3.49641	-0.381278929486609	0.00522838811056359
