SUM159R_DMSO_24H_0	SUM159R_DMSO_24H_1	SUM159R_DMSO_3H_0	SUM159R_DMSO_3H_1	SUM159R_JQ1_24H_0	SUM159R_JQ1_24H_1	SUM159R_JQ1_3H_0	SUM159R_JQ1_3H_1	SUM159_DMSO_12H_0	SUM159_DMSO_12H_1	SUM159_DMSO_24H_0	SUM159_DMSO_24H_1	SUM159_DMSO_3H_0	SUM159_DMSO_3H_1	SUM159_JQ1_12H_0	SUM159_JQ1_12H_1	SUM159_JQ1_24H_0	SUM159_JQ1_24H_1	SUM159_JQ1_3H_0	SUM159_JQ1_3H_1
CRISPLD2	5.06801	4.98498	5.79822	4.71589	7.32588	6.9713	6.6526	5.81024	3.7675	3.69804	3.1545	2.58021	6.72585	7.72583	5.75286	5.85221	3.89798	4.3568	11.6868	11.9023
CRK	29.6078	28.4766	38.9011	39.6889	32.432	32.6509	37.8454	37.3773	21.0335	21.4823	14.5764	16.6456	30.4926	28.13	26.5155	28.0635	24.4342	23.8999	36.8244	37.4712
CRKL	18.652	17.93	13.015	11.695	19.0186	19.3559	12.0646	11.5194	20.4156	20.6135	19.5361	18.6923	21.1201	20.9157	21.1116	21.1499	19.4653	20.7574	22.9024	24.1323
CRLF1	0.0801314	0.102721	0.245226	0.306811	0.0684457	0.0888634	0.159233	0.257525	0.015274	0	0	0.169577	0.0292122	0.0760542	0.0333679	0.0628966	0.0630257	0.0588192	0.0175405	0
CRLF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRLF3	10.5242	10.8789	13.9628	15.0211	12.6305	11.4805	15.4127	14.1136	12.6166	12.4959	10.2488	8.78307	14.1915	11.9953	15.7416	15.4979	9.94783	11.2373	12.9284	15.5618
CRLS1	11.4895	10.201	16.2848	18.8474	10.989	9.41911	17.2953	16.3224	13.3748	15.2737	13.8813	14.9738	16.7677	13.6142	14.2445	12.4555	9.07817	9.04763	14.7246	19.5432
CRMP1	1.17666	1.03458	0.886382	1.00718	1.66222	1.71355	0.786892	1.00598	0.897142	0.857654	0.862969	0.785332	0.989895	1.00511	0.885729	0.941341	1.12125	1.22912	0.782605	0.603571
CRNDE	13.2976	12.3325	11.9724	12.2691	11.0988	11.3217	10.7042	11.6633	8.93607	10.0957	10.947	12.8311	13.8264	9.46254	9.69088	7.96554	8.87847	8.48017	9.09361	13.9966
CRNKL1	14.1778	13.4029	14.8592	16.5819	13.9867	12.1232	16.9011	18.2307	10.9747	11.9984	14.6527	12.8817	13.5481	11.2536	15.45	13.5074	10.5113	12.195	13.4781	15.9906
CRNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	1.3049	2.98464	1.02166	0.860712	1.83315	4.26887	0.977321	0.824892	1.27648	0.724523	0.947308	1.64847	0.572295	1.33532	1.03849	2.17975	3.68075	1.4951	1.01351	0.560163
CROCCP2	8.40498	10.6691	6.53518	6.01436	8.65254	11.8539	5.97762	5.98306	9.09593	8.03639	8.69639	9.83783	7.36575	8.7153	8.37939	9.25116	12.6617	9.31461	5.73521	5.92512
CROCCP3	0.802767	0.79037	0.719284	0.813969	0.74225	0.912534	0.715382	0.625031	0.515842	0.557459	0.710151	0.719818	0.479708	0.541985	0.739216	0.837977	1.39624	1.09347	0.603255	0.496688
CROT	8.48602	7.90725	9.52194	10.3655	9.80051	7.25373	12.0073	11.0773	6.61027	7.87795	6.12539	5.74998	8.07993	6.22731	8.80318	7.31419	6.493	6.80156	6.61078	9.48733
CRP	0.0235984	0	0	0	0	0	0	0	0	0.0145832	0.142102	0.0449458	0	0.0134386	0	0	0	0	0	0
CRSP8P	0.0369055	0	0.0225884	0	0	0.0175402	0.0275013	0	0.021104	0.0228066	0.388909	0	0	0.0420333	0.0922081	0.0217259	0.130623	0.0406349	0.0242355	0
CRTAC1	0	0.0101982	0	0	0	0	0	0.0127836	0.01	0.0294976	0.0479057	0.0404056	0	0.01	0.0298151	0.0561997	0.0187717	0.0350376	0.0417943	0
CRTAM	0.192682	0.0988001	0.10614	0.0968297	0.164583	0.109892	0.229733	0.0774046	0.154256	0.0357216	0.0870202	0.0978622	0.126437	0.142645	0.192566	0.124773	0.159127	0.148507	0.151839	0.15769
CRTAP	50.0554	45.6286	37.2382	35.664	51.7021	52.8572	37.4535	35.0398	40.2003	41.1619	54.4277	57.034	40.273	40.6984	43.8325	43.2972	62.5275	61.8504	45.5952	42.8646
CRTC1	1.49643	2.73419	1.36819	1.13091	1.76024	3.73359	1.06786	0.978139	1.32592	0.660984	0.935453	1.36467	0.686535	1.62491	0.903017	1.7748	3.13773	1.86407	1.39565	0.697671
CRTC2	11.5911	10.3856	6.34379	6.06431	9.51713	10.8619	5.71542	5.60712	13.0194	11.5505	9.80398	9.22323	10.2586	12.877	10.0671	11.3692	10.7811	9.60511	12.864	8.85939
CRTC3	7.13989	6.57861	5.54635	4.41486	7.77663	7.76369	4.56369	4.31477	5.50143	5.45421	5.35533	5.31789	6.91035	7.02108	4.77668	4.63225	4.99645	5.66937	5.05611	3.97322
CRX	0.200549	0.122115	0.417343	0.345542	0.265519	0.12391	0.440864	0.563955	0.189224	0.260261	0.332102	0.190983	0.241266	0.296938	0.338222	0.425019	0.236606	0.176652	0.480699	0.346494
CRY1	5.60144	6.46247	5.51087	5.78872	8.52953	7.7763	6.10139	6.46731	5.63906	5.9829	4.26832	4.81182	10.3765	9.63259	7.96514	8.25598	6.69013	6.77661	11.6801	13.2433
CRY2	4.16137	3.50788	2.93385	2.95626	6.39098	5.79914	3.27492	3.00639	1.59546	1.70992	5.31524	4.44864	2.92924	3.60018	2.53699	2.52881	7.47072	8.1526	6.42656	6.41101
CRYAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYAB	0.0877535	0.337476	0.375973	0.440994	0.0749562	0.0417069	0.326961	0.28202	0.100362	0.108459	0.264212	0.445696	0.191945	0	0.219251	0.154979	0.207062	0	0.172881	0.159594
CRYBA1	0.0729286	0.0467438	0	0	0	0.069322	0	0	0.12511	0.0450679	0.109788	0.0926002	0	0.124592	0.0455528	0.0858645	0.172081	0	0.0957829	0.132632
CRYBA2	0	0	0.10742	0.125997	0	0.0417061	0	0	0.0501798	0.0542283	0.264209	0	0.095971	0.0499722	0.0548118	0	0.103528	0.0966191	0.0576258	0.0797955
CRYBA4	0	0	0	0	0	0	0	0	0	0	0	0.0893967	0	0	0.131931	0.041447	0	0.0775202	0	0
CRYBB1	0	0	0	0	0	0	0	0	0.034084	0.0736677	0	0.113523	0	0.033943	0	0	0.0703209	0.0656275	0.0782831	0
CRYBB2	0.535157	0.392012	0.374341	0.21954	0.261208	0.254346	0.341819	0.307121	0.262305	0.472446	0.115091	0.436827	0.0836116	0.304757	0.47753	0.180023	0.270589	0.589236	0.55225	0.278077
CRYBB2P1	4.54266	4.06049	5.7181	5.79915	4.2571	3.74254	6.30738	5.68989	8.04555	7.77632	5.00041	4.64971	7.92524	8.86649	7.03151	6.9387	4.34904	4.77655	6.9466	5.28268
CRYBB3	0.518801	0.290962	0.158769	0.512122	0.443143	0.40068	0.338276	0.15631	0.741675	0.320605	0.29288	0.329371	0.354621	0.184652	0.162028	0.343589	0.688589	0.285614	0.255519	0.176911
CRYBG3	3.7559	3.03375	3.91323	3.80172	4.72489	3.49977	5.68521	5.27419	2.33312	2.86437	2.14092	2.08869	3.74063	2.34192	3.89232	3.08165	2.8155	3.21199	3.60258	5.28699
CRYGA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125618	0.295978	0	0	0.0660333	0.0914376
CRYGD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYGN	0	0	0	0	0.0703348	0	0	0	0	0	0	0.104554	0	0.046892	0	0	0	0	0	0
CRYGS	0.937785	0.987484	1.72194	1.2984	1.88813	1.91016	1.74705	2.9062	0.61287	0.662315	1.0084	1.02064	0.366293	0.64848	1.42257	0.985829	0.948338	1.25381	1.40762	1.46187
CRYL1	7.47974	7.32853	13.6737	13.4126	7.00815	9.44325	12.5226	13.3428	1.50738	1.64936	4.11715	4.91601	1.29732	1.25721	2.49037	2.61867	3.96522	4.89781	1.49304	1.58803
CRYM	0	0	0.0763339	0.0596896	0	0	0.0619571	0	0	0.0256898	0	0.0791785	0	0.0710222	0.0259662	0	0.0490453	0.0915455	0	0
CRYM-AS1	0.183158	0.182616	0.460871	0.350642	0.243363	0.164428	0.272972	0.294314	0.279297	0.213797	0.122547	0.232563	0.267084	0.336088	0.152539	0.311489	0.216089	0.313703	0.200463	0.259079
CRYZ	18.6631	18.7208	12.9915	14.9302	15.6951	12.9328	13.7129	15.0251	22.3189	24.6343	30.201	27.7941	25.6787	21.312	25.5654	22.0738	19.9266	23.0491	23.1758	32.9984
CRYZL1	18.0482	18.2979	16.2746	18.0908	18.8582	15.1191	17.1287	18.2399	11.0022	12.9245	17.4726	18.5926	13.0349	10.7304	17.743	15.152	19.0165	21.9029	10.7526	13.47
CS	168.789	148.148	125.834	117.169	153.037	139.354	119.402	116.227	150.087	157.442	118.926	112.542	161.009	153.602	145.914	139.48	105.152	124.208	160.766	154.579
CSAD	2.71079	2.79049	2.70782	2.1485	4.31015	4.70633	3.1783	2.89181	1.67001	1.7	2.20881	1.66483	1.30699	1.51874	2.37819	2.6929	4.46749	5.09165	1.97517	1.46677
CSAG1	57.0764	54.167	79.9499	89.1554	50.1895	43.5919	82.2472	88.5267	70.0168	63.2379	76.7154	74.1943	70.7278	69.5734	81.2241	78.2404	63.5142	69.8899	97.1657	77.8954
CSAG2	0	0.01	0	0.01	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0
CSAG3	0	0.0481549	0	0.0539366	0	0	0	0	0	0	0	0.0476977	0	0	0	0	0	0	0	0
CSAG4	4.20355	4.54036	5.1933	6.31496	4.85387	3.6257	5.27869	6.94227	5.65326	5.86883	8.43748	7.06712	4.427	6.29481	7.77965	5.40742	5.69404	7.19962	8.23017	6.93698
CSDA	86.9346	92.0695	100.319	97.0612	91.2827	105.928	103.112	93.2864	86.1701	77.6265	84.6106	93.9454	98.3441	111.146	69.2351	79.399	67.5529	63.5807	122.182	104.858
CSDAP1	0	0.0528808	0	0.0394866	0.0234906	0.0130705	0.163947	0.0662869	0.0157262	0.0509848	0	0.0174596	0.0601539	0.0156611	0	0	0.0648913	0.0605603	0.0180597	0.0750228
CSDC2	0	0	0.0112457	0.0131905	0.0156941	0	0.0136916	0	0	0	0.0276599	0.058324	0	0.0209264	0	0	0	0	0.0120657	0
CSDE1	152.315	153.03	153.117	161.357	142.834	131.264	155.093	169.274	184.258	193.449	209.797	191.554	215.048	190.4	184.651	174.78	144.476	177.62	196.908	218.513
CSE1L	217.47	236.142	274.313	326.194	197.899	188.866	287.778	296.61	180.84	184.234	141.103	136.699	203.424	173.493	171.085	171.832	95.4989	111.764	193.215	221.232
CSF1	21.0193	20.1921	5.4824	5.5446	24.5351	28.4886	4.0591	4.23648	29.941	27.8157	53.8894	54.3183	20.0624	24.0454	19.2973	20.8205	67.0275	61.5763	11.9373	10.4989
CSF1R	0.293569	0.159216	0.186593	0.145908	0.0964453	0.209289	0.0925534	0.145149	0.619843	0.676828	0.713912	0.587808	0.629783	0.745877	0.620638	0.604874	1.66515	1.77779	0.630256	0.62631
CSF2	0.95623	0.660045	0.405188	0.47526	0.0628293	0.0699186	0.109625	0.118197	1.59836	1.63641	0.332199	0.186794	2.33292	2.80651	0.183779	0.216509	0	0	0.627947	0.334435
CSF2RA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF2RB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSF3	0.605036	0.47649	0.0672904	0.111243	0	0.065312	0.0751307	0.135037	1.32575	0.976557	0.303639	0.432738	0.514664	0.617507	0.0686715	0.197915	0	0.0739853	0.183162	0.253586
CSF3R	0	0	0	0.011016	0	0.01	0	0	0.0175496	0	0.0401399	0.0592805	0	0	0.01	0.01	0.0362076	0	0	0
CSGALNACT1	0.205302	0.160833	0.300181	0.147389	0.175362	0.105211	0.280476	0.256595	0.758589	0.814939	1.01176	0.940541	0.881987	0.710423	0.334769	0.322857	0.577336	0.786324	0.551141	0.477663
CSGALNACT2	8.29564	7.64528	8.12243	8.87304	9.65604	7.97655	9.60317	9.91095	5.1345	6.41551	7.57969	6.44631	9.19063	7.44801	8.31909	7.87579	6.35033	7.69521	10.6985	14.0296
CSH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262594	0	0	0
CSK	17.8189	22.7463	13.2561	11.5705	14.5146	22.9253	11.5025	10.8764	25.5317	19.7452	14.7047	13.7553	18.3059	28.2379	15.3255	19.8501	13.8333	11.4076	21.6602	13.8719
CSMD1	0.50571	0.399833	0.22612	0.171744	0.488867	0.402983	0.221143	0.153279	0.756727	0.812165	1.2263	1.00547	0.63256	0.650127	0.747137	0.68098	0.96819	1.04694	0.622429	0.62783
CSMD2	0	0	0	0	0	0	0	0	0.01	0.0102334	0.01	0.0105132	0.01	0.01	0.0103435	0.01	0.0117222	0.018233	0.0217491	0
CSMD3	0.254105	0.158886	0.0316087	0.0271882	0.373712	0.251566	0.0419039	0.0413346	0.202937	0.214922	0.642698	0.533763	0.0970325	0.0983272	0.157066	0.152082	0.47195	0.613711	0.076934	0.17529
CSN1S1	0	0	0	0	0	0	0	0	0	0.0352033	0	0	0	0	0	0	0	0	0	0
CSN1S2AP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN1S2BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1	94.8118	93.5227	100.055	108.239	104.542	93.1544	94.4484	96.4438	71.1547	80.1842	97.2635	95.539	97.3527	79.4464	84.3915	76.1809	82.6696	95.0504	77.358	103.451
CSNK1A1L	0	0	0.0356532	0	0.0165854	0	0.0144692	0	0	0	0	0.0123273	0.0424713	0	0.0121283	0.0114306	0.0229081	0.0213791	0	0
CSNK1A1P1	0	0.0184336	0	0	0.049131	0	0.0214311	0	0.0164458	0	0.129886	0	0	0	0	0	0.101791	0	0	0
CSNK1D	33.3924	37.3531	31.0019	30.0945	33.7367	41.4277	28.7655	26.0276	45.8583	37.7708	44.2488	45.2748	45.4069	60.5589	34.2687	40.6347	50.0038	47.3852	43.2556	34.6655
CSNK1E	32.5688	35.2894	33.7979	31.4044	30.1849	39.9796	30.5595	27.5314	36.6266	31.2949	31.7439	30.9628	30.8457	42.912	30.5589	38.8103	42.0156	35.5898	39.4129	27.1456
CSNK1G1	4.55346	3.68606	4.53873	4.61819	4.95351	4.08073	4.84965	4.58169	4.45846	5.24291	4.16304	3.59652	6.0194	4.98431	4.28977	3.74269	3.56665	4.46967	6.90781	8.33003
CSNK1G2	18.2027	38.4406	28.7539	27.4199	16.427	38.5998	24.0384	24.608	28.4664	14.1637	10.4846	17.8269	12.0831	28.4838	10.9942	24.3947	25.061	11.0319	23.2003	11.1548
CSNK1G2-AS1	0.0385361	0.0493998	0.0235865	0.0276655	0	0.0366304	0.0287164	0.0619233	0.0661093	0.0238143	0	0	0.126437	0.0877809	0.0481411	0.0680574	0.0454647	0.0848606	0.151838	0.245295
CSNK1G3	18.5604	19.5721	16.771	20.3981	23.6281	21.008	17.9739	18.6148	13.2542	13.8235	15.1961	15.5511	17.2809	14.0658	16.4558	15.5407	14.5158	17.8835	14.541	18.9704
CSNK2A1	55.0258	51.9818	52.7683	53.5742	58.6919	54.4714	53.4941	53.5069	55.3565	55.0451	55.3444	55.5293	62.3992	59.2307	53.3386	51.1917	44.2378	51.0755	58.772	58.2064
CSNK2A2	21.8092	19.4044	17.2884	14.7708	22.947	22.1276	15.989	13.9802	21.2114	22.5776	19.4692	20.5824	26.3593	26.9652	19.5893	18.8257	21.9853	24.984	26.8488	27.8768
CSNK2A3	0.141045	0.113004	0.0863281	0.101258	0.0602381	0.117311	0.105104	0.113322	0.0403274	0.152533	0	0.0895451	0.347075	0.180722	0.0660749	0.0415158	0.041601	0.0388245	0.16209	0.0961924
CSNK2B	130.245	121.397	184.205	187.373	101.69	113.274	187.598	199.961	121.53	113.786	100.613	92.2902	113.358	133.828	94.2674	104.337	74.1025	80.7168	154.598	125.88
CSPG4	7.19859	8.56734	4.82328	3.65778	2.99314	4.44116	2.27646	1.96611	8.87359	6.67933	11.744	13.6702	4.97688	8.12354	5.95559	7.90297	32.531	21.9333	7.01798	4.65711
CSPG4P1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSPG5	0.378044	0.495882	1.10337	0.80067	0.504406	0.779617	0.967387	0.864995	0.450246	0.364929	0.362175	0.291592	0.215274	0.523114	0.314209	0.450641	0.402714	0.409381	0.612652	0.377874
CSPP1	5.45336	5.38867	6.03816	6.72895	6.18653	5.36367	6.57537	7.52306	3.04806	3.45194	2.59401	2.72286	4.57665	3.35894	3.91488	3.27722	2.21164	3.21071	3.10244	3.78806
CSRNP1	4.89813	4.79183	5.19821	4.64742	4.91783	5.10515	5.00541	4.62579	7.12519	6.5406	4.26901	3.25515	11.1367	13.3677	8.73116	8.79376	5.17049	4.39963	25.977	21.4496
CSRNP2	5.496	5.37382	6.08956	5.59464	8.24737	6.33751	8.06725	7.71439	4.36472	5.34629	5.293	4.09571	7.41323	7.24279	8.15257	6.96432	5.85045	6.85301	16.5712	18.4452
CSRNP3	0.590291	0.610088	0.0722587	0.0688635	0.89812	0.580387	0.115467	0.0948532	0.280589	0.387582	0.883082	0.904102	0.0363138	0.0630288	0.453973	0.421342	1.14039	1.46238	0.140519	0.161031
CSRP1	123.769	118.909	144.948	142.661	121.279	127.934	162.004	170.802	112.824	111.627	69.1042	60.6265	125.462	138.188	137.034	138.538	107.988	114.588	175.889	156.719
CSRP2	26.304	27.3527	39.4797	43.226	25.977	27.3345	45.1879	47.8343	7.67858	8.56331	19.0147	17.6338	6.77281	6.91355	16.0088	16.3151	10.5614	11.4093	17.6762	19.8489
CSRP2BP	7.08241	6.46257	6.96248	7.03514	8.32289	7.93939	6.84182	6.8707	6.94626	7.10097	6.20022	5.34086	5.94423	5.51817	8.00598	7.92424	5.2554	6.58492	3.69548	3.69669
CSRP3	0	0	0	0	0	0	0	0	0	0	0	0.0215335	0	0	0	0	0	0	0.0222736	0
CST1	0.0768635	0	0	0	0	0	0	0	0.0879069	0	0.115712	0	0.0840627	0.218858	0.0960214	0	0	0	0.0504755	0.349472
CST11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0.0744973	0	0	0	0.0498735	0	0	0	0	0	0	0	0	0	0	0
CST3	124.316	159.41	169.311	170.382	119.612	211.473	176.967	165.367	132.805	92.5035	118.193	169.824	78.9077	140.311	89.572	144.297	249.627	147.345	169.369	98.6845
CST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501765	0	0	0	0	0
CST5	0.0784148	0	0.0479946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST6	0	0.0676336	0	0	0	0	0	0	0.0603405	0	0	0	0	0	0	0	0.124492	0	0	0
CST7	0.0588655	0.03773	0	0.12678	0.050281	0.0839316	0	0.0945903	0.0336615	0.0363772	0.265852	0.0373719	0	0.100567	0.0735374	0.138614	0	0	0.115969	0.0535282
CST8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTA	2.05792	0.967291	1.00766	1.5759	1.17187	0.847666	0.920116	1.21251	8.35526	9.15653	18.1752	21.7752	13.0539	11.1333	12.2544	9.77258	6.47447	6.49552	14.5052	18.3391
CSTB	152.364	162.752	252.51	267.457	132.377	163.071	260.828	273.944	105.158	86.0115	71.5041	90.0959	94.6214	111.799	114.248	138.064	131.394	122.752	149.817	118.908
CSTF1	32.3653	30.9775	31.7941	33.6129	27.5919	26.772	32.7299	33	23.6575	23.88	22.5288	20.1079	22.3348	20.9851	21.8672	21.3242	16.0106	17.8709	15.1354	15.5866
CSTF2	21.5099	19.8488	25.9265	28.209	15.8145	14.7517	25.8183	26.1315	42.8753	46.5093	25.7063	22.8797	42.2256	42.0129	34.797	34.2252	19.339	19.8921	44.8541	42.2076
CSTF2T	16.9591	14.685	17.3513	17.2886	14.2336	12.8963	15.9397	16.7376	12.9263	14.2599	15.0219	13.6287	15.0774	13.7202	12.0077	10.5247	8.91981	9.81831	11.2015	11.7203
CSTF3	52.4316	51.7588	46.3812	51.5744	43.4014	39.7151	41.9335	54.45	55.9024	59.7485	62.4927	63.0125	54.3996	47.4057	62.2341	53.1766	50.2795	49.3226	55.0817	66.5728
CSTF3-AS1	0.276315	0.250899	0.169122	0.247962	0.255688	0.131325	0.240223	0.314506	0.276513	0.113837	0.415971	0.248518	0.25183	0.104903	0.15821	0.257551	0.298829	0.202825	0.196575	0.14657
CSTL1	0.160662	0.154465	0.0491674	0	0.0686161	0.0381791	0.0598611	0	0	0	0	0.0509996	0	0	0.0501765	0	0.094774	0	0	0
CT45A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT45A5	0	0.0245041	0	0	0	0	0	0	0.150854	0.307353	0.172755	0.215335	0.418409	0.370383	0.353099	0.180172	0.0902479	0.126351	0.301484	0.313097
CT45A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A6	0	0	0	0	0	0	0	0	0.0224411	0	0	0	0	0	0	0	0	0	0	0
CT47A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT47B1	0	0	0	0	0	0	0	0	0.021723	0	0	0	0	0.0216331	0.0237282	0	0	0	0	0
CT49	1.11927	1.30436	2.49113	3.28719	1.39061	1.35408	2.12306	2.86132	1.74557	1.38336	2.29769	2.58396	1.00154	1.39067	1.27113	2.39601	2.16083	1.00831	2.4055	1.758
CT60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CT62	0	0	0	0	0	0	0	0	0.0300412	0.0162324	0	0	0	0.0149584	0	0	0	0	0	0
CT64	0.0649987	0.0416612	0.0198916	0.0699948	0.0277599	0.0617843	0.0242179	0	0.111506	0.0401674	0.0489252	0.0412657	0.0355434	0	0.0608995	0.038264	0.0383426	0	0.042684	0
CTAG1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAG2	0	0	0	0.0777725	0.0462662	0	0	0	3.78392	2.25188	2.45642	3.27752	1.63699	3.68406	1.19337	3.2179	3.04828	2.18239	3.64763	2.63873
CTAGE1	0.0103958	0	0	0	0.01	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0
CTAGE10P	0	0.01	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0
CTAGE11P	0.0528703	0.0225916	0.0215732	0.012652	0.0602135	0.0167519	0.0131327	0.0566378	0.0302333	0.0217816	0.0530614	0.0671315	0.0578223	0.0702523	0.022016	0.0518736	0.0415841	0.0388087	0.0578657	0.112179
CTAGE15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE4	0	0.0113098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE5	6.91082	6.78179	7.01415	8.14997	7.43382	6.99979	8.5004	8.21796	8.30731	8.5554	13.0498	10.3304	9.36742	7.14984	9.62302	8.51314	6.86944	7.34802	6.82641	8.92152
CTAGE6P	0	0	0.0106418	0	0	0	0	0	0.0397698	0.0107446	0	0.0441535	0	0.01	0.0217204	0.0204709	0	0.0382876	0	0.0158104
CTAGE7P	0.439579	0.553065	0.279014	0.24545	0.611885	0.518432	0.29117	0.300855	0.223438	0.281709	0.441168	0.361764	0.267084	0.185428	0.406772	0.316281	0.499405	0.501926	0.138988	0.192459
CTAGE9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTBP1	27.3973	40.2155	36.0446	32.755	22.9695	43.1853	30.7103	28.199	42.3828	25.8001	26.7231	36.6949	23.7493	41.6968	25.7728	41.8556	48.0594	27.2873	33.8245	22.4017
CTBP1-AS1	4.07615	4.1601	3.35846	2.53238	3.29424	3.77026	2.20801	2.39324	4.85902	4.48567	4.62585	4.11066	3.39489	3.67829	3.0161	3.6363	3.4588	3.00355	1.98699	1.53965
CTBP2	21.5073	23.5854	23.6381	22.9899	19.7891	22.8653	23.1074	22.1632	28.4213	25.604	15.7891	16.9621	24.6259	27.646	21.5895	24.4919	15.2019	15.2927	23.2952	21.6168
CTBS	5.00097	5.10593	4.5778	5.60247	5.16632	5.34961	5.76034	5.47586	4.90965	4.62202	13.6136	13.215	4.88856	3.44437	4.48747	4.63748	10.8952	12.2634	3.7394	5.21826
CTC1	4.30395	3.87275	1.77843	1.49184	5.70171	5.34496	1.6415	1.44488	2.23074	2.26481	2.34212	2.64374	1.70139	1.52375	3.4714	3.5951	4.86549	5.16599	1.74352	1.4995
CTCF	26.063	25.1201	23.1583	23.169	25.857	24.6839	23.328	22.7503	21.6069	22.389	12.1375	11.123	24.4643	23.3451	21.1941	19.3218	12.2589	13.5866	20.6375	20.7361
CTCFL	0.138325	0.112531	0.150245	0.0659373	0.0715108	0.0972981	0.115303	0.0924647	0.176224	0.242769	0.313191	0.156913	0.222478	0.305205	0.185127	0.198057	0.326393	0.163875	0.202373	0.222039
CTDNEP1	48.5422	46.6501	37.7468	35.3108	36.0447	40.4095	33.6565	31.448	66.9796	61.7634	55.6825	56.1009	57.0233	65.8917	38.3883	42.0554	41.4607	40.6316	58.6469	47.0016
CTDP1	5.80488	9.5467	7.25385	6.47176	5.94769	10.3759	7.13086	6.08762	9.73136	6.35605	4.01145	5.19634	5.71713	10.1825	6.41884	10.8791	7.126	3.7568	9.24081	5.39613
CTDSP1	27.7068	27.5225	25.0206	23.3673	20.0137	24.9679	18.714	17.5193	23.6251	21.5616	23.5663	20.3606	17.0437	24.3279	12.3666	14.4679	20.5196	17.8837	14.515	10.2015
